marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
DON MAIZ,Arepa antioqueña con sal Don Maíz x 8 und x 800 g,9390,800,11.74,gr,lacteos-huevos-y-refrigerados
ZYMIL,Leche Uht Zymil x 1.100ml Sixpack Parmalat,27990,6601,4.24,ml,lacteos-huevos-y-refrigerados
NATURES HEART,Bebida Nature's Heart Almendra Sin Azúcar x946ml,13990,1183,11.83,ml,lacteos-huevos-y-refrigerados
SILK,Bebida Silk almendra original x946 ml,0,null,0,null,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt Griego San Martin Vainilla x 1100 g,31990,1100,29.08,gr,lacteos-huevos-y-refrigerados
DEL VECCHIO,Quesito Montefrio semiblando pasteurizado x 200g,4690,200,23.45,gr,lacteos-huevos-y-refrigerados
DEJA-MU,Yogurt Deja-mu griego surtido rojo x 4und x 160 g c-u,17990,640,28.11,gr,lacteos-huevos-y-refrigerados
COLANTA,Jamón Colanta seleccionado x143g,4790,143,33.5,gr,lacteos-huevos-y-refrigerados
RAMA,Esparcible Rama Sal Pague 750g Lleve 880g,21590,750,28.79,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso Colanta cincuentenario madurado x 250 g,19590,250,78.36,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche Alpina deslactosada x1L,7590,1000,7.59,ml,lacteos-huevos-y-refrigerados
YOX,Bebida láctea Yox mentalis surtido x4und x100g c-u,9590,471,20.38,gr,lacteos-huevos-y-refrigerados
SARY,Arepa de maíz multigranos Sary x 5und x 350g,4490,350,12.83,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche colanta entera liquida x 1 litro,4090,1000,4.09,ml,lacteos-huevos-y-refrigerados
ALPINA,Queso Mozzarella Alpina bloque x 1000g,49990,1000,49.99,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche slight descrem.deslac.tretrapackx6undx6000ml,30990,5994,5.17,ml,lacteos-huevos-y-refrigerados
BONYURT,Alimento lacteo Bonyurt mini melos x4unds x93g c-u,12390,372,33.31,gr,lacteos-huevos-y-refrigerados
SANTA ANITA,Huevos AA rojos Disney Santa Anita x24und,18990,24,791.25,un,lacteos-huevos-y-refrigerados
RAMA,Esparcible rama cocina barra x500g,9990,500,19.98,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Alpina Gruyere tajado x 204 g,18990,204,93.09,gr,lacteos-huevos-y-refrigerados
ADES,Bebida de almendras Ades x946ml,9590,1182,8.11,ml,lacteos-huevos-y-refrigerados
LA GRANJA,Huevos A - AA rojos saludables Puro Campo x12und,10590,12,882.5,un,lacteos-huevos-y-refrigerados
DELIPAVO,Jamón de pavo Delipavo x250g,32990,250,131.96,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Holandés navideño Alpina x 450 g,37990,450,84.42,gr,lacteos-huevos-y-refrigerados
EL ZARZAL,Queso Zarzal cuajada x 500g,11590,500,23.18,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche Alpina deslactosada descremada x4und x1lc-u,32990,3999,8.25,ml,lacteos-huevos-y-refrigerados
LA FLORIDA,Quesillo tajado La Florida x 1000 g,36990,1000,36.99,gr,lacteos-huevos-y-refrigerados
FINESSE,Gelatina Finesse uva verde sin azucar x3und x324g,6190,324,19.1,gr,lacteos-huevos-y-refrigerados
LA CAJONERA,Arepa de yuca La Cajonera rellena de queso mozzarella x 350 g,13990,350,39.97,gr,lacteos-huevos-y-refrigerados
SKETOS,Yogurt Sketos Griego Natural x 900g,37990,900,42.21,gr,lacteos-huevos-y-refrigerados
PREMIER,Margarina vitamina E Premier x 1000 g,21590,1000,21.59,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa Don Maíz montañerita sal x10und x60g c/u,8190,600,13.65,gr,lacteos-huevos-y-refrigerados
COLANTA,Salchichon Colanta fino res cerdo x225g,3590,225,15.96,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Deslactosada Alquería Tetrapack 1 Litro,6390,1000,6.39,ml,lacteos-huevos-y-refrigerados
PROLECHE,Leche En Polvo Entera x 380g Proleche,12990,380,34.18,gr,lacteos-huevos-y-refrigerados
D LUSIA,Queso mozzarella D Lusia tajado x 1000 g,44990,1000,44.99,gr,lacteos-huevos-y-refrigerados
RICA,Salchichón Rica x 480g,6390,480,13.31,gr,lacteos-huevos-y-refrigerados
ZENU,Salchichón Zenú cervecero snack x 6 unidades x 300g,10990,300,36.63,gr,lacteos-huevos-y-refrigerados
BON YURT,Bon Yurt Choco Crispis x 169g,4090,169,24.2,gr,lacteos-huevos-y-refrigerados
SILK,Bebida Almendra Vainilla Sin Endulzar x 946ml,21590,946,22.82,ml,lacteos-huevos-y-refrigerados
SARY,Arepa Sary de chócolo relleno de queso x 4und x 400g,11990,400,29.98,gr,lacteos-huevos-y-refrigerados
COOLECHERA,Suero costeño pasteurizado Coolechera x 400ml,6390,200,31.95,gr,lacteos-huevos-y-refrigerados
ZORBA,Yogurt Zorba Griego Natural Sin Dulce x 135g,6790,135,50.3,gr,lacteos-huevos-y-refrigerados
COLANTA,Avena Colanta natural bolsa x6und x200ml c/u,11390,1200,9.49,ml,lacteos-huevos-y-refrigerados
ALPINA,Yogurt griego Alpina natural x1000gr,31990,1000,31.99,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Finesse melocoton sin azúcar x 1000g,15990,1177,13.59,gr,lacteos-huevos-y-refrigerados
GUSTOSITA,Margarina gustosita x125g mesa cocina,2290,125,18.32,gr,lacteos-huevos-y-refrigerados
PASCO,Queso crema Pasco x 350 g,10990,350,31.4,gr,lacteos-huevos-y-refrigerados
LA FLORIDA,Queso crema tipo quesillo bloque La Florida x 1000g,34990,1000,34.99,gr,lacteos-huevos-y-refrigerados
DONA AREPA,Arepa con sal Dona Paisa x 900 g,7190,900,7.99,gr,lacteos-huevos-y-refrigerados
ENCANTO,Ancheta Alpina encanto arequipe x500g + galleta noel x150g,15990,650,24.6,gr,lacteos-huevos-y-refrigerados
BON YURT,Alimento lacteo Bon Yurt Alpina mini trolli x4 und x108g,12390,432,28.68,gr,lacteos-huevos-y-refrigerados
NICO JAMONES,Chorizo Nico Jamones Vela Extra x 100 G,10390,167,62.34,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche colanta semidescremada deslac.tretrapackx100,5190,1000,5.19,ml,lacteos-huevos-y-refrigerados
COLANTA,Chorizo Colanta de ternera coctel x300gr x18 Und,13390,300,44.63,gr,lacteos-huevos-y-refrigerados
COLANTA,Hamburguesa colanta res preasada premium x4und x500g,19590,500,39.18,gr,lacteos-huevos-y-refrigerados
GLORIA,Yogurt Gloria surtido x 5 und x 150 g c-u,9990,750,13.32,gr,lacteos-huevos-y-refrigerados
ZORBA,Yogurt griego surtido Zorba x 3 unidades x 135g c/u,18990,405,46.89,gr,lacteos-huevos-y-refrigerados
PREMIER,Margarina Premier x500g,11990,500,23.98,gr,lacteos-huevos-y-refrigerados
ALQUEMIX,Alimento lacteo Alquemix oreo x4und x100g c/u,10990,400,27.48,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche entera Alpina Maxilitro x 1.1 Lt,6190,1099,5.63,ml,lacteos-huevos-y-refrigerados
PAN,Arepa PAN Antioqueña especial x 1000 g,8590,1000,8.59,gr,lacteos-huevos-y-refrigerados
COLOMBINA,Esparcible margarina Canola Life x227g,7190,227,31.67,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa queso con granos quinua Don Maíz x 5 und x 400 g,14990,400,37.48,gr,lacteos-huevos-y-refrigerados
ALPINA,Alpinito Fresa Alpina x 4und x 45g,5590,180,31.06,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso colanta costeno molido x1000g,29990,1000,29.99,gr,lacteos-huevos-y-refrigerados
SANTA REYES,Huevos A - AA rojos Santa Reyes Kosher x24und,21990,24,916.25,un,lacteos-huevos-y-refrigerados
COLANTA,Queso colanta mozzarella búfala x 250 g,11390,250,45.56,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt Alpina Melocotón x 1000ml,13990,1000,13.99,ml,lacteos-huevos-y-refrigerados
CUISINE & CO NBE MP,Bebida Cuisine&Co almendra sin azúcar anadidax1l,10190,1,8152,ml,lacteos-huevos-y-refrigerados
LA FAZENDA,Chorizo La Fazenda Cerdo Premium x 8 Und x 640 G,17990,640,28.11,gr,lacteos-huevos-y-refrigerados
SILK,Bebida Silk almendra vainilla caja x6und x946ml c-u,93990,4699500,0.02,ml,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Finesse fresa sin azúcar x 1000g,15990,1177,13.59,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepas de queso con semilla de chía Don Maíz x 5 und x 400 g,14990,400,37.48,gr,lacteos-huevos-y-refrigerados
ALPINA,Avena Alpina Canela x 250g,3490,250,13.96,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso Colanta blanco x 1000g,28990,1000,28.99,gr,lacteos-huevos-y-refrigerados
COLANTA,Chorizo Colanta Ternera x8 und x450g,15590,450,34.64,gr,lacteos-huevos-y-refrigerados
FINESSE,Queso Alpina Finesse amarillo x15 tajadas x240g,18390,240,76.63,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche deslactosada descremada Alpina x 6und x1.1L,38990,6597,5.91,ml,lacteos-huevos-y-refrigerados
RAMA,Esparcible Rama Sal,11590,375,30.91,gr,lacteos-huevos-y-refrigerados
SKETOS,Yogurt griego natural 0% grasa Sketos x 450 g,19990,450,44.42,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Alimento lácteo Alqueria fortikids trululu x 4und x 100g c-u,10990,400,27.48,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt melocotón Alpina x 200 g,3190,200,15.95,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt griego Alpina natural x4und x150gr c-u,20990,600,34.98,gr,lacteos-huevos-y-refrigerados
COLANTA,Salchichón cervecero x 500g Colanta,11590,500,23.18,gr,lacteos-huevos-y-refrigerados
RICA,Salchicha Rica x 14 230 g.,6190,230,26.91,gr,lacteos-huevos-y-refrigerados
ALPINA,Alpinito Max Alpina Mora x 4 und. x 90g c-u,8790,360,24.42,gr,lacteos-huevos-y-refrigerados
FINESSE,Avena Finesse x 4unidades x250g cu,15590,1000,15.59,gr,lacteos-huevos-y-refrigerados
YOGO YOGO,Yogo Yogo Premio Mora Alpina,3490,150,23.27,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt San Martín griego colageno hidrolizado x 1100 g,33990,1100,30.9,gr,lacteos-huevos-y-refrigerados
ALGARRA,Kumis Algarra x 6 und x 150g,8390,900,9.32,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Camembert x 120g Alpina,18990,120,158.25,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Sabana Alpina x1000g,57990,1000,57.99,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso Colanta costeño x1000g,34990,1000,34.99,gr,lacteos-huevos-y-refrigerados
SARY,Arepa de yuca rellena de queso Sary x 4 unidades x 350g,14590,350,41.69,gr,lacteos-huevos-y-refrigerados
CAMPI,Esparcible de Mesa Campi Wow sal x450g,9990,450,22.2,gr,lacteos-huevos-y-refrigerados
COLANTA,Suero x 230 g costeño colanta,6390,230,27.78,gr,lacteos-huevos-y-refrigerados
LA FAZENDA,Jamón La Fazenda de cerdo x 7 tajadas x 150 g,6190,150,41.27,gr,lacteos-huevos-y-refrigerados
COLANTA,Chorizo Colanta santarrosano x20 und x1125g neto,37990,1266333,0.03,gr,lacteos-huevos-y-refrigerados
RANCHERA,Chorizo Ranchera parilla premium x5und x240g,13990,240,58.29,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche Alpina Alpín fresa bolsa x 6 und x 180 ml,13390,1080,12.4,ml,lacteos-huevos-y-refrigerados
BABYGU,Yogurt babygu natural x113g,3190,113,28.23,gr,lacteos-huevos-y-refrigerados
ANTILLANA,Leche de coco Antillana x 250 ml,3600,250,14.4,ml,lacteos-huevos-y-refrigerados
REGENERIS,Yogurt Regeneris 150g x 6und Alpina,18590,900,20.66,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Finesse fresa sin azucar x1700g,23990,2001,11.99,gr,lacteos-huevos-y-refrigerados
ZENU,Salchichón Tradicional Zenú x 450 g. ,8590,450,19.09,gr,lacteos-huevos-y-refrigerados
ADES,Bebida de soya Ades sabor natural tetrapack 946ml ,11990,1182,10.14,ml,lacteos-huevos-y-refrigerados
COLANTA,Leche en polvo Colanta semidescremada deslactosada x380g ,17590,380,46.29,gr,lacteos-huevos-y-refrigerados
null,Yogurt griego Alpina natural x500gr ,16990,500,33.98,gr,lacteos-huevos-y-refrigerados
FINESSE,Gelatina Finesse frutos ama. sin azc. x3und x324g ,6190,324,19.1,gr,lacteos-huevos-y-refrigerados
EL CARRIEL,Arepa maíz oblea El Carriel x 5 unidades x 500g,3590,500,7.18,gr,lacteos-huevos-y-refrigerados
PARMALAT,Leche polvo parmalat entera bolsa x380g,12390,380,32.61,gr,lacteos-huevos-y-refrigerados
RAMA,Esparcible Rama Sal x220g,7590,220,34.5,gr,lacteos-huevos-y-refrigerados
MILO,Milo Leche Achocolatada Cajita Bajo en Azúcares x 6und x 180ml,17590,1080,16.29,ml,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt San Martin griego natural sin dulce x1100g,31990,1375,23.27,gr,lacteos-huevos-y-refrigerados
ALMENDROLA,Bebida de almendras Almendrola sin azucar x2und x1L c/u,25990,1999,13,ml,lacteos-huevos-y-refrigerados
ALPINA,Leche Alpina semidescremada caja x4und x1l c/u,31990,4,7997.5,ml,lacteos-huevos-y-refrigerados
ZENU,Salchichón de Pollo Zenú x 500 g.,10390,500,20.78,gr,lacteos-huevos-y-refrigerados
YOGO YOGO,Alimento Lácteo Yogoyogo cereal surtido x6undx130g c-u,13990,780,17.94,gr,lacteos-huevos-y-refrigerados
COLANTA,Salchicha Colanta típica res pollo cerdo x9und x225g,4590,225,20.4,gr,lacteos-huevos-y-refrigerados
PIETRAN,Pechuga Pietran pavo x450g,40990,450,91.09,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa maxi repleta de queso Don Maíz x 4 unidades x 720g,20990,696,30.16,gr,lacteos-huevos-y-refrigerados
MARIAVAQUITA R.,Queso cuajada pasteurizado unigarro x 450 g,9540,450,21.2,gr,lacteos-huevos-y-refrigerados
RAMA,Esparcible Rama Multiusos x440g,9590,440,21.8,gr,lacteos-huevos-y-refrigerados
PREMIER,Esparcible premier barra x125g,2390,2490,0.96,gr,lacteos-huevos-y-refrigerados
BERNA,Salchicha súper perro Berna x 16 unidades x640g,13990,640,21.86,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Finesse natural cereal x170g,4390,170,25.82,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Alimento lácteo Alquemix M&M's x 2unds x 100 g c-u,5590,200,27.95,gr,lacteos-huevos-y-refrigerados
GUSTOSITA,Margarina Gustosita esparcible x 220g,4790,220,21.77,gr,lacteos-huevos-y-refrigerados
BONYURT,Alimento lácteo Bon Yurt mini melos x93g,3190,93,34.3,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche alpina entera 1000cm3.,7990,1000,7.99,ml,lacteos-huevos-y-refrigerados
LA FLORIDA,Queso doble crema x 450 g La Florida,16990,450,37.76,gr,lacteos-huevos-y-refrigerados
DELIPAVO,Salchicha Delipavo de Pavo Campesina x250g,28990,250,115.96,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepas Don Maíz yuca rellena queso x4und x400g,19590,400,48.98,gr,lacteos-huevos-y-refrigerados
SKETOS,Yogurt Sketos kids griego arandanos x 80 g,4790,80,59.88,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Alpina Tilsit ahumado x 204g,18990,204,93.09,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche alqueria deslactosada tetrap.x3undx180mlc-u,5590,540,10.35,ml,lacteos-huevos-y-refrigerados
ALPINA,Alpinette Mora x140g Alpina,3790,140,27.07,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso doble crema x 1000 g colanta,39990,1000,39.99,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche Colanta Entera Bolsa Uht x1000ml,4890,1000,4.89,ml,lacteos-huevos-y-refrigerados
ALPINA,Avena bolsa x 6und x 200 ml Alpina,12990,1199,10.83,ml,lacteos-huevos-y-refrigerados
DOÑA LECHE,Queso Pera Línea Slim Dona Leche x 500g,27990,500,55.98,gr,lacteos-huevos-y-refrigerados
EL ZARZAL,Quesito redondo El Zarzal x 400g,13390,400,33.48,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Entera Alquería Tetre Sq X1Litro,6190,1000,6.19,ml,lacteos-huevos-y-refrigerados
CAMPO REAL,Mantequilla Campo Real Ghee x 200g,21590,200,107.95,gr,lacteos-huevos-y-refrigerados
COLANTA,Chorizo Colanta campesino x9und x450g neto,14990,450,33.31,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche en polvo entera Colanta x 200g,10390,200,51.95,gr,lacteos-huevos-y-refrigerados
YOGO YOGO,Yogo Yogo Premio Melocotón x 150gAlpina,3490,150,23.27,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Alquería semidescremada balance x1100 ml,0,null,0,null,lacteos-huevos-y-refrigerados
COLANTA,Leche En Polvo Entera Colanta x900g,0,null,0,null,lacteos-huevos-y-refrigerados
ALPINA,Leche Alpina deslactosada descremada x1Lt,8390,1000,8.39,ml,lacteos-huevos-y-refrigerados
MAXIMA MP,Queso doble crema Máxima bloque x2000g,71990,2000,36,gr,lacteos-huevos-y-refrigerados
ZENU,Chorizo Antioqueño Zenú x 300 Gr,20590,300,68.63,gr,lacteos-huevos-y-refrigerados
ALPINA,Alpinette Cereza x140g Alpina,3790,140,27.07,gr,lacteos-huevos-y-refrigerados
PASCO,Yogurt Pasco griego natural sin dulce x 500 g,21590,500,43.18,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Alquería Deslactosada tapa spin x1l x4unds,24590,3998,6.15,ml,lacteos-huevos-y-refrigerados
ALPINA,Yogurt Deslactosado Alpina Melocotón x 1000g,14990,1000,14.99,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche pasteurizada deslactosada Colanta x 1000 ml,0,null,0,null,lacteos-huevos-y-refrigerados
PIETRAN,Salchicha Pietran veggie x5und x225g,15590,225,69.29,gr,lacteos-huevos-y-refrigerados
SKETOS,Yogurt Sketos griego descremado deslactosado natural sin dulce x 1000ml,24590,1000,24.59,ml,lacteos-huevos-y-refrigerados
COLANTA,Salchichon colanta fino res cerdo x900g,12990,900,14.43,gr,lacteos-huevos-y-refrigerados
RICA,Mortadela Rica pollo x 15 250 g.,5790,250,23.16,gr,lacteos-huevos-y-refrigerados
SANTA ANITA,Huevos AA rojos Omega Santa Anita x12und,9990,12,832.5,un,lacteos-huevos-y-refrigerados
EL RODEO,Leche en polvo azucarada El Rodeo bolsa x 375gr,14390,375,38.37,gr,lacteos-huevos-y-refrigerados
LA CAJONERA,Arepa de yuca La Cajonera con queso light x 300 g,13990,300,46.63,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Avena con canela x 200ml x 6 unidades,11590,200,57.95,ml,lacteos-huevos-y-refrigerados
SIMPLY ASIA,Leche de coco Simply Asia x 403ml,13990,403,34.71,ml,lacteos-huevos-y-refrigerados
BEST CHOICE,Leche de Coco Best Choice x 400ml,17590,571,30.78,ml,lacteos-huevos-y-refrigerados
JAPPI,Bebida Jappi almendra sin azucar x6und x900ml c/u,62990,5402,11.66,ml,lacteos-huevos-y-refrigerados
GUSTOSITA,Margarina gustosita mesa cocina x250g,4590,250,18.36,gr,lacteos-huevos-y-refrigerados
COLACTEOS,Queso Colácteos Gouda Holandés x250g,21590,250,86.36,gr,lacteos-huevos-y-refrigerados
VIGOR,Huevos AA rojos Vigor libres jaula x30und,24590,30,819.67,un,lacteos-huevos-y-refrigerados
COLANTA,Queso holandés tajado x 200 g colanta,14590,200,72.95,gr,lacteos-huevos-y-refrigerados
RICA,Chorizo Rica x 6 Unidades x 400G,11990,400,29.98,gr,lacteos-huevos-y-refrigerados
CUNIT,Mortadela pollo Cunit x 250g,5190,250,20.76,gr,lacteos-huevos-y-refrigerados
COLANTA,Leche entera x 3 und Colanta x 1000 ml c/u,12390,3000,4.13,ml,lacteos-huevos-y-refrigerados
DELIPAVO,Jamón ahumado de pavo Delipavo x250g,35990,250,143.96,gr,lacteos-huevos-y-refrigerados
LA BUENA,Margarina La Buena Barra Display de 4 unidades de x125gr,12390,500,24.78,gr,lacteos-huevos-y-refrigerados
CUNIT,Salchichón cervecero Cunit x 700g,12390,700,17.7,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche alqueria entera tetrapack x3und x180mlc-u,5790,540,10.72,ml,lacteos-huevos-y-refrigerados
SKETOS,Yogurt Sketos Griego descremado Natural x1300g,44990,1300,34.61,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt San Martín griego surtido x 4und x 150 g c-u,20990,600,34.98,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt griego Alpina multisabor cama de frutas x4und x150 c-u,20590,600,34.32,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt Alpina Fresa x 1000ml,13990,1000,13.99,ml,lacteos-huevos-y-refrigerados
CUISINE & CO NBE MP,Yogurt Cuisine&Co griego frutos rojos x3und x150g c/u,14590,562,25.94,gr,lacteos-huevos-y-refrigerados
RAMA,Esparcible Rama Sal x440g,13590,440,30.89,gr,lacteos-huevos-y-refrigerados
SARY,Arepa Sary de maíz mediana x 10und x 700g,6790,700,9.7,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt alpina uvas pasas arequipe x2und x150gc-u,4590,300,15.3,gr,lacteos-huevos-y-refrigerados
SILK,Bebida De Soya Silk Sin Endulzar x 946ml,21990,946,23.25,ml,lacteos-huevos-y-refrigerados
CUISINE & CO NBE MP,Yogurt Cuisine&Co griego descremado natural x900g,26590,1125,23.64,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Pandebono don maiz roscas queso yucax4undx220g,13390,220,60.86,gr,lacteos-huevos-y-refrigerados
SKETOS,Yogurt Sketos griego natural sin dulce añadido x3und x150g c/u,21590,1350,15.99,gr,lacteos-huevos-y-refrigerados
RAMA,Esparcible Rama Line x220g,8990,220,40.86,gr,lacteos-huevos-y-refrigerados
ALPINA,Alpinito Max Alpina Fresa x 4 und x 90g c-u,8790,360,24.42,gr,lacteos-huevos-y-refrigerados
CUNIT,Salchichón estándar Cunit x 850g,9590,850,11.28,gr,lacteos-huevos-y-refrigerados
BOCADITOS,Queso con bocadillo en bocaditos Superior x 160 g,6990,160,43.69,gr,lacteos-huevos-y-refrigerados
LA FAZENDA,Morcilla La Fazenda coctel x 20 und x 300g,5990,300,19.97,gr,lacteos-huevos-y-refrigerados
EL CARRIEL,Arepa maíz mediana El Carriel x 4 unidades x 300g,2290,300,7.63,gr,lacteos-huevos-y-refrigerados
COLANTA,Avena Colanta natural tetrapack x6und x200ml c/u,12990,1199,10.83,ml,lacteos-huevos-y-refrigerados
SKETOS,Yogurt Sketos kids griego banano fresa x 80 g,4790,80,59.88,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso monterey jack colanta x 250 g,19590,250,78.36,gr,lacteos-huevos-y-refrigerados
SKETOS,Queso Sketos cottage natural x2und x110g c-u,0,null,0,null,lacteos-huevos-y-refrigerados
RANCHERA,Costillas Ahumadas Ranchera x 500 g.,37990,500,75.98,gr,lacteos-huevos-y-refrigerados
A DE COCO,Alimento liquido coco A De Coco x 1 L,17590,1,14072,ml,lacteos-huevos-y-refrigerados
CUNIT,Chorizo Cunit x 20 unidades x 1000g,23590,1000,23.59,gr,lacteos-huevos-y-refrigerados
LA FLORIDA,Queso mozzarella tajado la florida x 200 g,9390,200,46.95,gr,lacteos-huevos-y-refrigerados
SUPERIOR,Mantequilla Superior x 125 g,4390,125,35.12,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso mozarella rallado Alpina x300gr,16990,300,56.63,gr,lacteos-huevos-y-refrigerados
CUISINE & CO NBE MP,Queso Cuisine&Co pera x6undx240g,13390,240,55.79,gr,lacteos-huevos-y-refrigerados
SARY,Arepa de maíz rellena de queso Sary x 4 unidades x 380g,9990,380,26.29,gr,lacteos-huevos-y-refrigerados
PARMALAT,Kumis Parmalat Natural Bolsa x 1000g,5590,1000,5.59,gr,lacteos-huevos-y-refrigerados
PIETRAN,Proteina pietran desmechada veggie x150g,10390,150,69.27,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Alpina pera x3und x38g c/u,8990,114,78.86,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Finesse frutos rojos x180g,3490,180,19.39,gr,lacteos-huevos-y-refrigerados
VECCHIO,Queso pera Del Vecchio en cubos piccolinos x500g,30990,500,61.98,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Antigest Alqueria x6und x100g + Cremosito x6und x35g,17590,1170,15.03,gr,lacteos-huevos-y-refrigerados
DEJA-MU,Yogurt Dejamu griego arándanos x450g,13590,450,30.2,gr,lacteos-huevos-y-refrigerados
QUAKER,Mezcla Quaker Frescavena vainilla x440g,11390,440,25.89,gr,lacteos-huevos-y-refrigerados
CUISINE & CO NBE MP,Arepa Cuisine&Co Paisa mediana x10 und x60g c-u,3790,600,6.32,gr,lacteos-huevos-y-refrigerados
SANTA REYES,Huevos A rojos Santa Reyes x30und,20590,30,686.33,un,lacteos-huevos-y-refrigerados
YOGO YOGO,Alimnto lacteo Yogo Yogo cuchareable surtido x 12und x 1200g,16590,1200,13.83,gr,lacteos-huevos-y-refrigerados
DONA PAISA,Arepas blanca Doña Paisa x 5 und x 400g,3090,400,7.73,gr,lacteos-huevos-y-refrigerados
PASCO,Queso pasco light x6und x 240g,18590,240,77.46,gr,lacteos-huevos-y-refrigerados
ALPINA,Alpinette x140g Fresa,3790,140,27.07,gr,lacteos-huevos-y-refrigerados
COSMOLAC,Leche Cosmolac entera polvo azucarada x900g,22590,900,25.1,gr,lacteos-huevos-y-refrigerados
SARY,Arepa de queso crunch Sary x 12 unds x 360 g,11990,360,33.31,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa queso doble crema aparrillda Don Maíz x 5 und x 500 g,18590,500,37.18,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche Alpina Saborizada x 6und x 200g,17590,1200,14.66,ml,lacteos-huevos-y-refrigerados
ALPINA,Bonyurt Alpina navidad x180g,4090,180,22.72,gr,lacteos-huevos-y-refrigerados
ALPINA,Avena Vaso x 250g Alpina,3490,250,13.96,gr,lacteos-huevos-y-refrigerados
PASCO,Queso crema Pasco x 190 g,7390,190,38.89,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Finesse mora x180g,3490,180,19.39,gr,lacteos-huevos-y-refrigerados
ALPINA,Alpinito Melocotón Alpina x 4und x 45g,5590,180,31.06,gr,lacteos-huevos-y-refrigerados
QUESARTE,Queso Quesarte mozarella tajado x500g,14590,500,29.18,gr,lacteos-huevos-y-refrigerados
ALMENDROLA,Leche de Almendras Almendrola x1l,16590,1250,13.27,ml,lacteos-huevos-y-refrigerados
ALPINA,Yogurt Alpina Frutos Rojos x 200g,3190,200,15.95,gr,lacteos-huevos-y-refrigerados
FINESSE,Gelatina finesse frutos r.flor jamaicasinazc.x108g,2090,108,19.35,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt San Martin griego vainilla x 1000g,23990,1000,23.99,gr,lacteos-huevos-y-refrigerados
COLACTEOS,Kumis Colacteos vaso x 4 und x 210 g,11990,840,14.27,gr,lacteos-huevos-y-refrigerados
