marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
T/L/D TODOS LOS DIAS,Bolsa Basura Residencia Blanca T/L/D TODOS LOS DIAS SIN REF,2800,10,280,Und,limpieza-del-hogar
FAMILIA,Papel Higienico Mega FAMILIA 124 Mts,10600,124,85.48,Mt,limpieza-del-hogar
AXION,Lavaplatos Líquido Limón AXION CO01802A,7800,720,10.83,gr,limpieza-del-hogar
FAMILIA,TOALLA COCINA ACOLCHADA GR 44H FAMILIA 3 Und,8470,3,2823.33,Und,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa Basura Apartamento 51x76 T/L/D TODOS LOS DIAS SIN REFER,2100,10,210,Und,limpieza-del-hogar
LOZA CREM,LAVALOZA DOYPACK LIMON LOZA CREM 100340024,15300,1500,10.2,ML,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa Basura Industrial 65x100 T/L/D TODOS LOS DIAS SIN REFER,3700,10,370,Und,limpieza-del-hogar
FAB,Detergente Polvo Floral FAB 800 Gr,6090,800,7.61,gr,limpieza-del-hogar
SCOTCH BRITE,Esponjilla Salva Uñas Pg2llev3 SCOTCH BRITE SIN REF,7700,2,3850,Und,limpieza-del-hogar
CLOROX,Blanqueador Gel Pureza Cítrica CLOROX 0627357,9800,1000,9.8,ML,limpieza-del-hogar
CLOROX,Blanqueador Original CLOROX SIN REF,7700,1799,4.28,ML,limpieza-del-hogar
1A,LIMPIADOR POLVO 1A GIGANTE 1A 750 Gr,4800,750,6.4,gr,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa Basura Papelera Blanca T/L/D TODOS LOS DIAS SIN REFER,3000,30,100,Und,limpieza-del-hogar
SCOTT,Papel Higienico Triple Hoja SCOTT 258 Mts,23040,258,89.3,Mt,limpieza-del-hogar
COCO VARELA,JABON DE LAVAR COCO VARELA 300 Gr,5600,300,18.67,gr,limpieza-del-hogar
BON BRIL,Paño Ultra Absorbente BON BRIL 1 Und,0,null,0,null,limpieza-del-hogar
FAMILIA,TOALLA COCINA BLANCA ACOLCHMAX FAMILIA 120 Und,9380,120,78.17,Und,limpieza-del-hogar
SCOTT,PAÑOS REUTILIZABLES DURAMAX X SCOTT 2 Und,23850,2,11925,Und,limpieza-del-hogar
ARIEL,Detergente Líquido Ariel Revit ARIEL 1200 Ml,13300,1200,11.08,ML,limpieza-del-hogar
FAMILIA,Papel Higiénico Delux Almendra FAMILIA 348 Mts,23870,348,68.59,Mt,limpieza-del-hogar
TASK,Bolsa Basura 70*90 Residencial TASK 1017031,9900,20,495,Und,limpieza-del-hogar
SALVO,LAVALOZA LIQUIDO LIMON SALVO 80674252,15400,1200,12.83,ML,limpieza-del-hogar
COCO VARELA,JABON DETERGENTE LIQUIDO COCO VARELA 3000 Ml,38025,2999,12.68,ML,limpieza-del-hogar
FABULOSO,Limpia Pisos Antibacterial Lavanda FABULOSO 3000 Ml,24300,3000,8.1,ML,limpieza-del-hogar
TOP TERRA,Detergente Liquido Ecológico TOP TERRA 4 Lt,39375,4,9843.75,Lt,limpieza-del-hogar
CARULLA,Servilleta Blanca De Lujo CARULLA SIN REF,5990,75,79.87,Und,limpieza-del-hogar
CARULLA,Papel Higienico Premium 3HX12 CARULLA 384 Mts,19950,384,51.95,Mt,limpieza-del-hogar
AJAX,Limpia Pisos BiCloro Poder Desinfectante AJAX 2000 Ml,20000,2000,10,ML,limpieza-del-hogar
ARIEL,Detergente Líquido Doble Poder ARIEL 3.7 Ml,53130,3700,14.36,ML,limpieza-del-hogar
VEL ROSITA,JABON LIQUIDO DOYPACK VEL ROSITA 1800 Ml,21150,1800,11.75,ML,limpieza-del-hogar
FAMILIA,SERVILLETA CAFETERIA FAMILIA 20165,2600,100,26,Und,limpieza-del-hogar
FAMILIA,PAPEL HIGIÉNICO X 4R DELUX FAMILIA 116 Mts,13900,116,119.83,Mt,limpieza-del-hogar
FAMILIA,Servilletas Expert FAMILIA,9500,150,63.33,Und,limpieza-del-hogar
LAVOMATIC,DETERGENTE LIQ REGULAR DOYPACK LAVOMATIC 1800 Ml,28000,1799,15.56,ML,limpieza-del-hogar
CASCADE,Detergente Lavavajillas 1.70L CASCADE PB0038378,47520,1700,27.95,ML,limpieza-del-hogar
PATO,Liquido Marina PATO 500 Ml,14800,500,29.6,ML,limpieza-del-hogar
SCOTCH BRITE,ESPONJA CURLY PAGUE 2 LLEVE 3 SCOTCH BRITE SIN REFER,7000,2,3500,Und,limpieza-del-hogar
BINNER,LIMPIA VIDRIOS 3EN1 INVISIBLE BINNER 500 Ml,11800,500,23.6,ML,limpieza-del-hogar
AJAX,LIMPIA PISOS BICARBONATO AJAX 2000 Ml,15890,1999,7.95,ML,limpieza-del-hogar
FABULOSO,Limpia Pisos Alternativa Al Cloro Lavanda FABULOSO 1500 Ml,10200,1500,6.8,ML,limpieza-del-hogar
LOZA CREM,LAVALOZA DOYPACK LIMON LOZA CREM 100340026,5625,720,7.81,ML,limpieza-del-hogar
SCOTT,T COCINA DURAMAX 2EN1 BLANCA SCOTT 1 Und,0,null,0,null,limpieza-del-hogar
FAMILIA,Toalla Cocina Green FAMILIA 135 Und,6510,135,48.22,Und,limpieza-del-hogar
VANISH,DESMANCHADOR LIQUIDO BLANCO VANISH 900 Ml,12600,900,14,ML,limpieza-del-hogar
BON BRIL,Esponjillas BON BRIL 051512,4400,6,733.33,Und,limpieza-del-hogar
ZIPLOC,Bolsa Congelar Mediana ZIPLOC 009003,11700,20,585,Und,limpieza-del-hogar
FAMILIA,SERVILLETA ESTILO FAMILIA 0000000000,5200,40,130,Und,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa De Basura Apartam Verde T/L/D TODOS LOS DIAS SIN REFER,2520,10,252,Und,limpieza-del-hogar
FAMILIA,Servilletas Expert FAMILIA 20023,5900,75,78.67,Und,limpieza-del-hogar
1A,LIMPIADOR LIMON 1A 750 Gr,4700,750,6.27,gr,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa Basura Papelera Vainilla T/L/D TODOS LOS DIAS SIN REFER,1960,10,196,Und,limpieza-del-hogar
TOP TERRA,Detergente Liq Eco Extracont TOP TERRA 1800 Ml,27700,1800,15.39,ML,limpieza-del-hogar
FAMILIA,PAPEL HIG. DELUX X 18R FAMILIA 522 Mts,43900,522,84.1,Mt,limpieza-del-hogar
VANISH,DESMANCHADOR PRELAVADO ROSA VANISH 500 Ml,15100,500,30.2,ML,limpieza-del-hogar
TASK,BOLSA PAPELERA 50X55 ROLLO TASK 1680031,7000,20,350,Und,limpieza-del-hogar
VANISH,LIP COLOR LIQ ROSA PROTECCION VANISH 1800 Ml,21500,1801,11.94,ML,limpieza-del-hogar
DARNEL,PAPEL PELICULA REPUESTO DARNEL SPDK12-66F,4900,20,245,Mt,limpieza-del-hogar
TIDE,Detergente Líquido 4.08L TIDE 4400 Ml,91500,4399,20.8,ML,limpieza-del-hogar
ETERNA,Guante Domestico Talla 7 Medio Par,0,null,0,null,limpieza-del-hogar
FAMILIA,TOALLA COCINA JUMBO FAMILIA 150 Und,4375,150,29.17,Und,limpieza-del-hogar
CLOROX,Blanqueador Gel Original CLOROX 0627456,9600,1000,9.6,ML,limpieza-del-hogar
ARIEL,Detergente Líquido Concentrado ARIEL 1900 Ml,30540,1900,16.07,ML,limpieza-del-hogar
SCOTT,PH Triple Hoja Cuidado Complet SCOTT 333.6 Mts,29200,334,87.53,Mt,limpieza-del-hogar
AXION,Lavaplatos En Crema Limón AXION FCO38074,6300,450,14,gr,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa De Basura Apartam Blanca T/L/D TODOS LOS DIAS SIN REFER,2660,10,266,Und,limpieza-del-hogar
T/L/D TODOS LOS DIAS,PAPEL ALUMINIO CAJA T/L/D TODOS LOS DIAS SIN REF,18500,40,462.5,Mt,limpieza-del-hogar
FAMILIA,Toalla Cocina Acolchamax Decor FAMILIA 120 Und,7980,120,66.5,Und,limpieza-del-hogar
ALASKA,VARSOL SIN OLOR ALASKA SIN REFER,12800,460,27.83,ML,limpieza-del-hogar
ETERNA,Guante Domestico Par Talla 8,0,null,0,null,limpieza-del-hogar
CARULLA,Detergente En Polvo Limon CARULLA 2800 Gr,14800,2798,5.29,gr,limpieza-del-hogar
ZIPLOC,Bolsa Cierre Facil Grande ZIPLOC 2313,13900,10,1390,Und,limpieza-del-hogar
FROTEX,CREMA MULTIUSOS FROTEX 6304,10700,250,42.8,gr,limpieza-del-hogar
CLOROX,Blanqueador Magia Floral CLOROX 622826,5800,1000,5.8,ML,limpieza-del-hogar
WOOLITE,Detergente Ropa Oscura $ Esp WOOLITE 1800 Ml,27000,1800,15,ML,limpieza-del-hogar
AXION,LAVALOZA LÍQUIDO ALOE Y VIT E AXION MX04693A,8890,640,13.89,ML,limpieza-del-hogar
FABULOSO,Limpia Pisos Antibacterial Lavanda FABULOSO 5000 Ml,33900,5000,6.78,ML,limpieza-del-hogar
PATO,Disco Tanque Azul Por 3 P Espe PATO 120 Gr,15400,120,128.33,gr,limpieza-del-hogar
FAMILIA,Papel Higienico Humedo FAMILIA 50 Und,9200,50,184,Und,limpieza-del-hogar
VANISH,LIP COLOR LIQ ROSA PROTECTOR VANISH 900 Ml,12600,900,14,ML,limpieza-del-hogar
EASY OFF,EOB QGRASA LIMON DP EASY OFF 500 Ml,8700,500,17.4,ML,limpieza-del-hogar
DERSA,DETERGENTE LIQUIDO REGULAR DERSA 2000 Ml,24200,2000,12.1,ML,limpieza-del-hogar
FAB,Detergente Polvo Floral FAB 4000 Gr,30100,3997,7.53,gr,limpieza-del-hogar
FAMILIA,Papel Higienico Expert FAMILIA 11200 Cm,13500,11157,1.21,Cm,limpieza-del-hogar
FAMILIA,Toalla De Manos. FAMILIA 1 Und,0,null,0,null,limpieza-del-hogar
ZIPLOC,Bolsa Cierre Facil Mediana ZIPLOC 882653,14200,15,946.67,Und,limpieza-del-hogar
CARULLA,SUAVIZANTE CON ENJUAG LAVANDA CARULLA SIN REF,4990,1000,4.99,ML,limpieza-del-hogar
FAB,Detergente Líquido FAB 1300 Ml,13860,1300,10.66,ML,limpieza-del-hogar
VANISH,DESMANCHADOR LIQUIDO BLANCO VANISH 1800 Ml,21500,1801,11.94,ML,limpieza-del-hogar
FAMILIA,Papel Higienico Humedo FAMILIA 100 Und,18000,100,180,Und,limpieza-del-hogar
SANI TISU PROFESSIONAL,Toallas Para Manos Eco SANI TISU PROFESSIONAL 150 Und,8160,150,54.4,Und,limpieza-del-hogar
AXION,Lavaplatos En Crema Avena Y Vitamina E AXION FCO88083,8750,900,9.72,gr,limpieza-del-hogar
CLOROX,Toallitas Desinfectante Expert CLOROX 30 Und,9500,30,316.67,Und,limpieza-del-hogar
AJAX,Limpia Pisos Bicarbonato NaranjaLimón AJAX 3000 Ml,22350,3000,7.45,ML,limpieza-del-hogar
COLLARIN,Prelavado Doypack COLLARIN 500 Ml,9000,500,18,ML,limpieza-del-hogar
AXION,Lavaplatos En Crema Aloe Y Vitamina E AXION CO01274A,8820,900,9.8,gr,limpieza-del-hogar
ETERNA,Guante Domestico Par Talla 8.5,0,null,0,null,limpieza-del-hogar
CLOROX,Blanqueador Gel Magia Floral CLOROX 0627401,9800,1000,9.8,ML,limpieza-del-hogar
FAMILIA,SERVLLETA ACOCHAMAX PRECIO ESP FAMILIA 0000000000,3500,100,35,Und,limpieza-del-hogar
FAMILIA,Toallas Húmedas Desinfectantes FAMILIA 40 Und,4410,40,110.25,Und,limpieza-del-hogar
CLOROX,Quitamanchas Colores Líquido CLOROX 930 Ml,9700,930,10.43,ML,limpieza-del-hogar
COCO,Jabon Original COCO 180 Gr,2030,180,11.28,gr,limpieza-del-hogar
DOWNY,Suavizante Adorable DOWNY 80350761,20160,1000,20.16,ML,limpieza-del-hogar
FAMILIA,PH Acolchamax FAMILIA 312 Mts,13930,312,44.65,Mt,limpieza-del-hogar
ZIPLOC,Bolsa Almacenar Grande ZIPLOC 009002,14000,20,700,Und,limpieza-del-hogar
ZEUX,PAPEL ALUMINIO ESTERILIZADO ZEUX SIN REFER,7600,16,475,Mt,limpieza-del-hogar
BINNER,Repuesto Limpia Baños Y Duchas BINNER 500 Ml,7300,500,14.6,ML,limpieza-del-hogar
MR MUSCULO,Quitagrasa Verde Doypack X 500 MR MUSCULO 500 Ml,7300,500,14.6,ML,limpieza-del-hogar
TOP TERRA,LAVALOZA LIQUIDO C/ECODROPS TOP TERRA SIN REF,11500,1000,11.5,ML,limpieza-del-hogar
DOWNY,Suavizante Perlas De Olor DOWNY SIN REFER,29900,285,104.91,gr,limpieza-del-hogar
ZEUX,VINILPEL DOMESTICO ZEUX 475021,15300,50,306,Mt,limpieza-del-hogar
SUAVITEL,Suavizante Suavitel Complete Lavanda 1.5L,9590,1501,6.39,ML,limpieza-del-hogar
BLANCOX,Blanqueador Floral Precio Esp BLANCOX 10030372,6000,2000,3,ML,limpieza-del-hogar
VANISH,LIQUIDO ROSA PROTC COLOR GA VANISH 3785 Ml,41100,3785,10.86,ML,limpieza-del-hogar
FABULOSO,Limpia Pisos Natural Extrac Eucalipto Y Cítricos FABULOSO 2000 Ml,21200,2000,10.6,ML,limpieza-del-hogar
CLOROX,Quitamanchas Colores Líquido CLOROX 1800 Ml,17500,1800,9.72,ML,limpieza-del-hogar
ETERNA,GUANTE CLAS DOS PAR T8 ETERNA 68692,10800,2,5400,Und,limpieza-del-hogar
BINNER,LIMP PROTECTOR PISOS DE MADERA BINNER 108041,23400,700,33.43,ML,limpieza-del-hogar
ARIEL,Detergente Líquido 2.84 L ARIEL 2840 Ml,42000,2840,14.79,ML,limpieza-del-hogar
CARULLA,Detergente En Polvo Floral CARULLA 2800 Gr,14800,2798,5.29,gr,limpieza-del-hogar
SUAVITEL,SUAVIZANTE FRESCA PRIMAVERA SUAVITEL FCO28002,7630,1000,7.63,ML,limpieza-del-hogar
SALVO,Lavaplatos Líquido Salvo Limón SALVO 80289107,6930,500,13.86,ML,limpieza-del-hogar
SUAVITEL,Suavizante Cuidado Superior Vainilla SUAVITEL CO01622A,12600,1941,6.49,ML,limpieza-del-hogar
CLOROX,Blanqueador Pureza Cítrica CLOROX 624662,18900,3803,4.97,ML,limpieza-del-hogar
AXION,Lavaplatos Líquido Limón AXION MX04696A,10360,1100,9.42,ML,limpieza-del-hogar
AXION,Lavaloza Crema AXION 61023423,10000,900,11.11,gr,limpieza-del-hogar
AJAX,LIMPIADOR NARANJA LIMÓN AJAX 1500 Ml,9675,1500,6.45,ML,limpieza-del-hogar
T/L/D TODOS LOS DIAS,PAPEL ALUMINIO CAJA T/L/D TODOS LOS DIAS SIN REF,6000,13,461.54,Mt,limpieza-del-hogar
TOP TERRA,DETERGENTE POLVO TOP TERRA 4000 Gr,30500,3997,7.63,gr,limpieza-del-hogar
PERSONAL CHOICE MARCA EXCLUSIV,PAPEL HIGIENICO HUMEDO PERSONAL CHOICE MARCA EXCLUSIV 100 Und,14000,100,140,Und,limpieza-del-hogar
FAB,Detergente Liq Concentrado FAB 330 Ml,10780,330,32.67,ML,limpieza-del-hogar
PATO,Liquido Verde PATO 500 Ml,14800,500,29.6,ML,limpieza-del-hogar
ZIPLOC,Bolsa Sandwich ZIPLOC 009005,13000,50,260,Und,limpieza-del-hogar
EASY OFF,LIMPIAHORNOS QUITAGRASA LIMON EASY OFF 900 Ml,12000,900,13.33,ML,limpieza-del-hogar
AXION,Lavaplatos Líquido Limón AXION MX03036A,9170,750,12.23,gr,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Plato Grande T/L/D TODOS LOS DIAS MOPHW02401907,7000,20,350,Und,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa Basura Residen Citronela T/L/D TODOS LOS DIAS SIN REFER,3010,6,501.67,Und,limpieza-del-hogar
WOOLITE,Detergente Liquido $ Esp WOOLITE 1800 Ml,26700,1800,14.83,ML,limpieza-del-hogar
AXION,Lavaloza Limón Crema AXION CO02002A,8400,850,9.88,gr,limpieza-del-hogar
BINNER,DESENGRASANTE COCINA VERDE BINNER 500 Ml,15300,500,30.6,ML,limpieza-del-hogar
SCOTCH BRITE,Pano Absorbente N250 SCOTCH BRITE 1 Und,0,null,0,null,limpieza-del-hogar
INDIA CATALINA,Bolsa Practiusos Alimentos INDIA CATALINA 7702775000,4400,50,88,Und,limpieza-del-hogar
ARIEL,DETERGENTE REVITACOLOR PWD ARIEL 2000 Gr,12250,1998,6.13,gr,limpieza-del-hogar
ARIEL,DETERGENTE REGULAR ARIEL 2000 Gr,18690,1999,9.35,gr,limpieza-del-hogar
LYSOL,Desinfectante Spray Crisp LYSOL 295 Gr,12800,295,43.39,gr,limpieza-del-hogar
BON BRIL,Esponjillas BON BRIL 051611,6200,12,516.67,Und,limpieza-del-hogar
1A,LIMPIADOR POLVO 1A GRANDE 1A 500 Gr,3500,500,7,gr,limpieza-del-hogar
FAB,Detergente Liq Floral FAB 3000 Ml,33110,2999,11.04,ML,limpieza-del-hogar
NIAGARA,Preplanchado Original NIAGARA 567 Ml,15800,567,27.87,ML,limpieza-del-hogar
FAMILIA,Papel Higenico Green 9 Rollos FAMILIA 333 Mts,12530,333,37.63,Mt,limpieza-del-hogar
CLOROX,Oferta Quitamanchas Colores CLOROX 2730 Ml,21300,2731,7.8,ML,limpieza-del-hogar
BENGALA,FOSFOROS DE MADERA BENGALA PX2,4800,200,24,Und,limpieza-del-hogar
HOMECHOICE MARCA EXCLUSIVA,Bolsas Resellables,4570,20,228.5,Und,limpieza-del-hogar
FREGONA,Esponja Espiral De Acero X2Und FREGONA 46,3400,2,1700,Und,limpieza-del-hogar
FABULOSO,Limpia Pisos Bebé FABULOSO 2000 Ml,19700,2000,9.85,ML,limpieza-del-hogar
CLOROX,Blanqueador Magia Floral CLOROX 620318,18900,3803,4.97,ML,limpieza-del-hogar
BIOVARSOL,Varsol BIOVARSOL SIN REF,14700,850,17.29,ML,limpieza-del-hogar
ETERNA,Paño Malla Pague 3 Lleve 4 ETERNA 3 Und,21200,3,7066.67,Und,limpieza-del-hogar
SCOTT,TOALLA D COCINA X58 HOJAS AZUL SCOTT 1 Und,0,null,0,null,limpieza-del-hogar
SALVO,Lavaplatos Líquido Salvo Limón SALVO 80674251,9030,750,12.04,ML,limpieza-del-hogar
BLANCOX,DETERGENTE REGULAR 3.8L BLANCOX 3800 Ml,27900,3801,7.34,ML,limpieza-del-hogar
COCO VARELA,DETERGENTE LIQUIDO COCO VARELA 900 Ml,18400,900,20.44,ML,limpieza-del-hogar
LOZA CREM,LAVALOZA COCO LOZA CREM 100340249,12040,1499,8.03,ML,limpieza-del-hogar
PLASTIAROMAS,Bolsa Para Basura Apartamento PLASTIAROMAS SIN REF,14300,30,476.67,Und,limpieza-del-hogar
EASY OFF,REPUESTO QUITAGRASA VIDRIOS EASY OFF SIN REF,12000,900,13.33,ML,limpieza-del-hogar
LIMPIDO,Blanqueador Multiusos Original LIMPIDO 630210,8400,1799,4.67,ML,limpieza-del-hogar
ARIEL,Detergente Líquido Ariel Revit ARIEL 2800 Ml,44800,2800,16,ML,limpieza-del-hogar
GLADE,Amb Electric Rpto Vainilla Pe,31400,84,373.81,ML,limpieza-del-hogar
ARIEL,DETERGENTE LIQUIDO DOWN ARIEL 1200 Ml,16030,1200,13.36,ML,limpieza-del-hogar
SCOTT,TC COCINA DURAMAX INDIVIDUAL SCOTT 1 Und,0,null,0,null,limpieza-del-hogar
LOZA CREM,LAVALOZA LIQUIDO LIMON LOZA CREM 10030570,11550,850,13.59,ML,limpieza-del-hogar
COMPOSTPACK,Rollo Bolsa Basura Compostable COMPOSTPACK 512101,21700,25,868,Und,limpieza-del-hogar
BLANCOX,DETERGENTE PACK REGULAR BLANCOX 1800 Ml,19000,1799,10.56,ML,limpieza-del-hogar
EASY OFF,LIMPIA VIDRIO CRISTAL PISTOLA EASY OFF 38501,12300,500,24.6,ML,limpieza-del-hogar
DARNEL,PELICULA CON DISPENSADOR DARNEL DD1J12200F,12900,61,211.48,Mt,limpieza-del-hogar
BINNER,Limpiador De Baños Y Duchas X BINNER 500 Ml,12200,500,24.4,ML,limpieza-del-hogar
T/L/D TODOS LOS DIAS,GUANTE AMARILLO USO DOMEST 7.5 T/L/D TODOS LOS DIAS SIN REF,0,null,0,null,limpieza-del-hogar
FAB,Jabon Dt Liq Floral FAB 5000 Ml,49840,4999,9.97,ML,limpieza-del-hogar
ARIEL,Detergente Líquido Revitacolor ARIEL 3700 Ml,55700,3701,15.05,ML,limpieza-del-hogar
ETERNA,FIBRA ESPONJA PAGUE 1 LLEVE 3 ETERNA 621168,0,null,0,null,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa De Basura Apartamento T/L/D TODOS LOS DIAS SIN REF,2730,10,273,Und,limpieza-del-hogar
AS,DETERGENTE BICARBONATO JAB.REY AS 2000 Gr,18800,2000,9.4,gr,limpieza-del-hogar
COCO VARELA,JAB X3 PRECIO ESPECIAL COCO VARELA 900 Gr,15000,900,16.67,gr,limpieza-del-hogar
BUFALO,LIMPIAVIDRIOS ANTEMP BUFALO 500 Ml,5600,500,11.2,ML,limpieza-del-hogar
CASCADE,Detergente Lavavajillas X 48 CASCADE CASCADE ACTIONPACS PLATIMUN,97000,758,127.97,gr,limpieza-del-hogar
DERSA,JABON 3 UNDS BLANCO DERSA 750 Gr,11700,750,15.6,gr,limpieza-del-hogar
LIMPIDO,Blanqueador Multiusos Original LIMPIDO 630210,8400,1799,4.67,ML,limpieza-del-hogar
ARIEL,Detergente Líquido Ariel Revit ARIEL 2800 Ml,44800,2800,16,ML,limpieza-del-hogar
GLADE,Amb Electric Rpto Vainilla Pe,31400,84,373.81,ML,limpieza-del-hogar
ARIEL,DETERGENTE LIQUIDO DOWN ARIEL 1200 Ml,16030,1200,13.36,ML,limpieza-del-hogar
SCOTT,TC COCINA DURAMAX INDIVIDUAL SCOTT 1 Und,0,null,0,null,limpieza-del-hogar
LOZA CREM,LAVALOZA LIQUIDO LIMON LOZA CREM 10030570,11550,850,13.59,ML,limpieza-del-hogar
COMPOSTPACK,Rollo Bolsa Basura Compostable COMPOSTPACK 512101,21700,25,868,Und,limpieza-del-hogar
BLANCOX,DETERGENTE PACK REGULAR BLANCOX 1800 Ml,19000,1799,10.56,ML,limpieza-del-hogar
EASY OFF,LIMPIA VIDRIO CRISTAL PISTOLA EASY OFF 38501,12300,500,24.6,ML,limpieza-del-hogar
DARNEL,PELICULA CON DISPENSADOR DARNEL DD1J12200F,12900,61,211.48,Mt,limpieza-del-hogar
BINNER,Limpiador De Baños Y Duchas X BINNER 500 Ml,12200,500,24.4,ML,limpieza-del-hogar
T/L/D TODOS LOS DIAS,GUANTE AMARILLO USO DOMEST 7.5 T/L/D TODOS LOS DIAS SIN REF,0,null,0,null,limpieza-del-hogar
FAB,Jabon Dt Liq Floral FAB 5000 Ml,49840,4999,9.97,ML,limpieza-del-hogar
ARIEL,Detergente Líquido Revitacolor ARIEL 3700 Ml,55700,3701,15.05,ML,limpieza-del-hogar
ETERNA,FIBRA ESPONJA PAGUE 1 LLEVE 3 ETERNA 621168,0,null,0,null,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa De Basura Apartamento T/L/D TODOS LOS DIAS SIN REF,2730,10,273,Und,limpieza-del-hogar
AS,DETERGENTE BICARBONATO JAB.REY AS 2000 Gr,18800,2000,9.4,gr,limpieza-del-hogar
COCO VARELA,JAB X3 PRECIO ESPECIAL COCO VARELA 900 Gr,15000,900,16.67,gr,limpieza-del-hogar
BUFALO,LIMPIAVIDRIOS ANTEMP BUFALO 500 Ml,5600,500,11.2,ML,limpieza-del-hogar
CASCADE,Detergente Lavavajillas X 48 CASCADE CASCADE ACTIONPACS PLATIMUN,97000,758,127.97,gr,limpieza-del-hogar
DERSA,JABON 3 UNDS BLANCO DERSA 750 Gr,11700,750,15.6,gr,limpieza-del-hogar
ETERNA,ESPONJA PAGUE 2 LLEVE 3 INOXID ETERNA SIN REF,13600,2,6800,Und,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Esponjilla Acero Inoxidable T/L/D TODOS LOS DIAS 01158,3200,2,1600,Und,limpieza-del-hogar
VANISH,DESMANCHADOR BLANCO VANISH 450 Gr,30500,450,67.78,gr,limpieza-del-hogar
CARULLA,OF SERVILLETA ESPONJADA $ESP CARULLA SIN REF,15900,250,63.6,Und,limpieza-del-hogar
PANTY SHOWER,DET LIQUIDO ROPA INTERIOR PANTY SHOWER 300 Ml,9800,300,32.67,ML,limpieza-del-hogar
SCOTCH BRITE,OF MULTI ESPONJA PA2 LL3 SCOTCH BRITE 10831,10100,2,5050,Und,limpieza-del-hogar
MR MUSCULO,Desifectante Pisos Pared Baño MR MUSCULO 500 Ml,11100,500,22.2,ML,limpieza-del-hogar
BON BRIL,Esponja Salva Uñas BON BRIL 410320,9300,3,3100,Und,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Esponja Multiusos Economica T/L/D TODOS LOS DIAS 01157,2000,2,1000,Und,limpieza-del-hogar
WOOLITE,DETERGENTE LIQUIDO REGULAR WOOLITE 2000 Ml,38700,2000,19.35,ML,limpieza-del-hogar
BLANCOX,DETERGENTE BLANCO BLANCOX 1800 Ml,20000,1800,11.11,ML,limpieza-del-hogar
EASY OFF,HORNOS LIMON EASY OFF 275 Gr,12500,275,45.45,gr,limpieza-del-hogar
TASK,Rpto Trapero Copa TASK SIN REFE,0,null,0,null,limpieza-del-hogar
AJAX,LIMPIA PISOS BICLORO AJAX 1000 Ml,11700,1000,11.7,ML,limpieza-del-hogar
TASK,RPTO ESCOBA SUPERIOR SUAVE TASK 1005416,0,null,0,null,limpieza-del-hogar
HOMECHOICE MARCA EXCLUSIVA,Bolsas Resellables Para Sándwich X 50 Und,8900,50,178,Und,limpieza-del-hogar
DURISIMA,Bolsa Basura E/Fuerte Tipo C DURISIMA TIPO C,3600,6,600,Und,limpieza-del-hogar
EL SOL,Fosforo Ecologico Hogar Madera EL SOL PACKX2,0,null,0,null,limpieza-del-hogar
DARNEL,Papel Aluminio Plegadiza DARNEL SIN REFER,0,null,0,null,limpieza-del-hogar
VANISH,DESMANCHADOR ROSA VANISH 450 Gr,26900,450,59.78,gr,limpieza-del-hogar
SUAVITEL,Suavizante Complete Fresca Primavera SUAVITEL SIN REF,9590,1501,6.39,ML,limpieza-del-hogar
LOZA CREM,LAVALOZA DOYPACK ALOE LOZA CREM 100340025,14000,1501,9.33,ML,limpieza-del-hogar
TOP TERRA,DETERGENTE LIQUIDO TOP TERRA 900 Ml,12000,900,13.33,ML,limpieza-del-hogar
BELLA LUZ,Vela Farol Oferta Especial BELLA LUZ SIN REF,6200,170,36.47,gr,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Trapero Repuesto T/L/D TODOS LOS DIAS SIN REF,0,null,0,null,limpieza-del-hogar
INDIA CATALINA,Bolsa Practiusos Alimentos INDIA CATALINA 7702775000,7600,50,152,Und,limpieza-del-hogar
EASY OFF,EOB CRISTAL REGULAR DP EASY OFF 21166,7400,500,14.8,ML,limpieza-del-hogar
T/L/D TODOS LOS DIAS,Bolsa Basur Residen 65x80 Verd T/L/D TODOS LOS DIAS 3026,6500,10,650,Und,limpieza-del-hogar
TOP TERRA,Detergente Liquido Dupack TOP TERRA 4000 Ml,54300,3999,13.58,ML,limpieza-del-hogar
TIDE,DETERGENTE SIMPLY 3.78 L TIDE 3.78 Ml,64960,3779,17.19,ML,limpieza-del-hogar
ARIEL,DETERGENTE CON TOQUE DE DOWNY ARIEL 2000 Gr,21000,2000,10.5,gr,limpieza-del-hogar
SCOTT,Papel Higiénico Triple Hoja SCOTT 111.2 Mts,10900,111,98.02,Mt,limpieza-del-hogar
