marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
BIMBO,Arepa Sal Mantequilla BIMBO 450 gr,3440,450,7.64,gr,lacteos-huevos-y-refrigerados
SLIGHT,Leche en Polvo Descremada SLIGHT 380 gr,16150,380,42.5,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt Griego Vainilla SAN MARTIN 1048 ml,35600,1048,33.97,ML,lacteos-huevos-y-refrigerados
KLIM,Leche En Polvo Clasica KLIM 840 gr,39100,840,46.55,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche botella entera chocolate ALPINA 1200 ml,16550,1200,13.79,ML,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Fresa Sin Dulce Garrafa FINESSE 1700 gr,23650,1700,13.91,gr,lacteos-huevos-y-refrigerados
LA FLORIDA,Queso Doble Crema 16 Tajadas LA FLORIDA 400 gr,14850,400,37.13,gr,lacteos-huevos-y-refrigerados
ALPINA,YOGURT MORA VASO ALPINA 188 ml,2940,188,15.64,ML,lacteos-huevos-y-refrigerados
COLANTA,Leche Bolsa 6 Und Entera COLANTA 5400 ml,31100,5399,5.76,ML,lacteos-huevos-y-refrigerados
LA CAJONERA,AREPA 5UND YUCA/QUESO LIGHT LA CAJONERA 300 gr,12750,300,42.5,gr,lacteos-huevos-y-refrigerados
LA FLORIDA,Queso Tipo Mozarella 16 Taja LA FLORIDA 400 gr,15700,400,39.25,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche deslactosada bolsa ALPINA 1100 ml,6540,1099,5.95,ML,lacteos-huevos-y-refrigerados
ALPINA,QUESO MADURO HOLANDES BOLA ALPINA 450 gr,31300,450,69.56,gr,lacteos-huevos-y-refrigerados
PASCO,BEBIDA LACTEA KEFIR NATURAL PASCO 971 ml,23200,971,23.89,ML,lacteos-huevos-y-refrigerados
ZENU,OF Mtdela+Salchichon GTS Salch ZENU 750 gr,17500,750,23.33,gr,lacteos-huevos-y-refrigerados
LA MARIA,Queso Costeño Entero LA MARIA 400 gr,13950,400,34.88,gr,lacteos-huevos-y-refrigerados
FLOR DEL CAQUETA,Queso Doble Crema FLOR DEL CAQUETA 400 gr,13200,400,33,gr,lacteos-huevos-y-refrigerados
LA CAJONERA,AREPA 20 UNDS YUCA PARILLERIT LA CAJONERA 500 gr,17100,500,34.2,gr,lacteos-huevos-y-refrigerados
DEL VECCHIO,Queso X3 Unds Butirros DEL VECCHIO 210 gr,12300,210,58.57,gr,lacteos-huevos-y-refrigerados
BORDEN MARCA EXCLUSIVA,Queso Rallado Borden Parmesano Natural x 142 gr,19900,142,140.14,gr,lacteos-huevos-y-refrigerados
SARY,Arepita 20 unds c/queso bande SARY 500 gr,14300,500,28.6,gr,lacteos-huevos-y-refrigerados
CASA BLANCA,Salchicha Superperro CASA BLANCA 720 gr,12550,720,17.43,gr,lacteos-huevos-y-refrigerados
FRESCAMPO,Arequipe FRESCAMPO 250 gr,5390,250,21.56,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt Griego Natural S/Dulce SAN MARTIN 1048 ml,35600,1048,33.97,ML,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Entera Super Me ALQUERIA 1300 ml,6760,1300,5.2,ML,lacteos-huevos-y-refrigerados
PAN,Antioquea 10 Unds Amarilla PAN 1000 gr,8330,1000,8.33,gr,lacteos-huevos-y-refrigerados
ALPINA,YOGURT MELOCOTON VASO ALPINA 188 ml,2940,188,15.64,ML,lacteos-huevos-y-refrigerados
ALQUERIA,Alimento lácteo cuchareable m&ms 2 unds ALQUERIA 200 gr,5510,200,27.55,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Deslactosada Descremada ALQUERIA 4000 ml,23400,4000,5.85,ML,lacteos-huevos-y-refrigerados
DONA PAISA,Arepa Doble Crema Dona Paisa Paquete x 6 Und,9140,500,18.28,gr,lacteos-huevos-y-refrigerados
BORDEN MARCA EXCLUSIVA,Queso Americano Borden x 24 Tajadas 372 gr,20350,372,54.7,gr,lacteos-huevos-y-refrigerados
LA MARIA,Queso Campesino Casero LA MARIA 450 gr,11450,450,25.44,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche saborizada fresa caja Alpin ALPINA 200 ml,3100,200,15.5,ML,lacteos-huevos-y-refrigerados
FRESCAMPO,Arepa Amarilla FRESCAMPO 400 gr,2790,400,6.98,gr,lacteos-huevos-y-refrigerados
DONA LECHE,Queso Campesino DONA LECHE 500 gr,21250,500,42.5,gr,lacteos-huevos-y-refrigerados
FINESSE,Queso Fresco Amarillo X15 Taj FINESSE 240 gr,19650,240,81.88,gr,lacteos-huevos-y-refrigerados
BORDEN MARCA EXCLUSIVA,QUESO RALLADO MOZZARELLA BORDEN MARCA EXCLUSIVA 226.8 gr,19900,227,87.74,gr,lacteos-huevos-y-refrigerados
DEL VECCHIO,Queso Ricotta Empacado Vacio DEL VECCHIO 300 gr,5551,300,18.5,gr,lacteos-huevos-y-refrigerados
DONA PAISA,Arepa De Maiz Dona Paisa Amarillo Con Sal Paquete x 10 Unds,6960,900,7.73,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche Semidescremada Uat Four ALPINA 4000 ml,27900,3997,6.98,ML,lacteos-huevos-y-refrigerados
TAPIOKA,Yogurt Sin Azúcar Natural X 1750 gr,24850,1750,14.2,gr,lacteos-huevos-y-refrigerados
PAN,Arepa 10Unds Antioquea Extrad PAN 700 gr,6420,700,9.17,gr,lacteos-huevos-y-refrigerados
COLANTA,Yogurt Entero Guanabana Vaso COLANTA 190 ml,2970,190,15.63,ML,lacteos-huevos-y-refrigerados
COLANTA,Chorizo Campesino COLANTA 450 gr,14900,450,33.11,gr,lacteos-huevos-y-refrigerados
ALPINA,Semidescremada X1100 Sixpack ALPINA 6600 ml,38750,6601,5.87,ML,lacteos-huevos-y-refrigerados
CHORINANO'S PREMIUM,SANTARROSANO EDICION ESPECIAL CHORINANOS PREMIUM 450 gr,15500,450,34.44,gr,lacteos-huevos-y-refrigerados
PIETRAN,VEGGIE DESMECHADO PIETRAN 150 gr,8880,150,59.2,gr,lacteos-huevos-y-refrigerados
YOX,Alimento Lacteo Manz Fruto Ro YOX 760 ml,18000,760,23.68,ML,lacteos-huevos-y-refrigerados
SANTA ANITA,Huevo12Und Rojo Aaa SANTA ANITA 12 und,8720,12,726.67,Und,lacteos-huevos-y-refrigerados
FRESCAMPO,AREPA DE YUCA CON QUESO FRESCAMPO 240 gr,8070,240,33.63,gr,lacteos-huevos-y-refrigerados
ZENU,Salchichon Tradicional X 225g,4930,225,21.91,gr,lacteos-huevos-y-refrigerados
DEL VECCHIO,Piccolinos Queso Pera DEL VECCHIO 500 gr,30050,500,60.1,gr,lacteos-huevos-y-refrigerados
SANTA REYES,Huevo Kosher x 24 SANTA REYES 24 und,22800,24,950,Und,lacteos-huevos-y-refrigerados
DEL VECCHIO,Queso Pera Bloque DEL VECCHIO 400 gr,24900,400,62.25,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa Maiz Queso Choclo DON MAIZ 350 gr,19200,350,54.86,gr,lacteos-huevos-y-refrigerados
FRESCAMPO,Arequipe FRESCAMPO 500 gr,8590,500,17.18,gr,lacteos-huevos-y-refrigerados
LA LECHERA,Leche Condensada Light LA LECHERA 300 gr,10750,300,35.83,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Pera Fresco X 3 Unds ALPINA 114 gr,9250,114,81.14,gr,lacteos-huevos-y-refrigerados
LA MARIA,Queso Doble Crema 12 Tajadas LA MARIA 250 gr,8610,250,34.44,gr,lacteos-huevos-y-refrigerados
EL RODEO,Of Leche en Polvo Gts Galletas EL RODEO 875 gr,33000,875,37.71,gr,lacteos-huevos-y-refrigerados
PROLECHE,Leche En Polvo Entera PROLECHE 380 gr,11550,380,30.39,gr,lacteos-huevos-y-refrigerados
ZENU,Pollo Antipasto Zenú X 2un X80g C U,11480,160,71.75,gr,lacteos-huevos-y-refrigerados
SARY CONSCIENTE,Arepa Arroz Integral SARY CONSCIENTE 375 gr,9840,375,26.24,gr,lacteos-huevos-y-refrigerados
ALPINA,Deslactosa/Descrem Caja ALPINA 1000 ml,7970,1000,7.97,ML,lacteos-huevos-y-refrigerados
SANTA REYES,Huevo 12Und Blanco Aa SANTA REYES 12 und,11300,12,941.67,Und,lacteos-huevos-y-refrigerados
PORCHI,Jamon Sanduche PORCHI 450 gr,8110,450,18.02,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Yogurt Griego Natural SAN MARTIN 1048 ml,35600,1048,33.97,ML,lacteos-huevos-y-refrigerados
SANTA REYES,Huevo 20Und Rojo Aaa SANTA REYES 20 und,20700,20,1035,Und,lacteos-huevos-y-refrigerados
BORDEN MARCA EXCLUSIVA,QUESO RALLADO MILD CHEDDAR BORDEN MARCA EXCLUSIVA 226.8 gr,19900,227,87.74,gr,lacteos-huevos-y-refrigerados
COLANTA,Arequipe COLANTA 220 gr,7060,220,32.09,gr,lacteos-huevos-y-refrigerados
PORCHI,Salchicha Picante PORCHI 500 gr,9880,500,19.76,gr,lacteos-huevos-y-refrigerados
COLANTA,Cuajada Al Vacio COLANTA 250 gr,6340,250,25.36,gr,lacteos-huevos-y-refrigerados
ALPINITO,MELOCOTON FOURPACK ALPINITO 180 gr,5210,180,28.94,gr,lacteos-huevos-y-refrigerados
ALPINITO,MORA X45 GRS FOURPACK ALPINITO 180 gr,5210,180,28.94,gr,lacteos-huevos-y-refrigerados
EXITO MARCA PROPIA,QUESO HOLANDES GOUDA EXITO MARCA PROPIA 450 gr,33900,450,75.33,gr,lacteos-huevos-y-refrigerados
SUBASTA,Huevo De 15Und Aaa Rosado SUBASTA 15 und,12400,15,826.67,Und,lacteos-huevos-y-refrigerados
DON MAIZ,AREPA 5UNDS QSO/SEMI/CHIA/OMEG DON MAIZ 400 gr,14600,400,36.5,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Mozarella Rallado ALPINA 300 gr,16800,300,56,gr,lacteos-huevos-y-refrigerados
COLANTA,HOLANDES 13 TAJADAS COLANTA 200 gr,14950,200,74.75,gr,lacteos-huevos-y-refrigerados
CARNELLY,Super Combo Tradicional CARNELLY 900 gr,15050,900,16.72,gr,lacteos-huevos-y-refrigerados
COLANTA,Yogurt Bolsa Sixpack Surtido COLANTA 1140 ml,9910,1140,8.69,ML,lacteos-huevos-y-refrigerados
ALPINA,BEB LECHE Y AVENA NATURAL FIBR ALPINA 250 gr,2980,250,11.92,gr,lacteos-huevos-y-refrigerados
COLANTA,Quesito Al Vacio COLANTA 250 gr,6200,250,24.8,gr,lacteos-huevos-y-refrigerados
EKONO,Mortadela De Pollo Tradicional EKONO 225 gr,2280,225,10.13,gr,lacteos-huevos-y-refrigerados
FINESSE,Queso Bloque FINESSE 1000 gr,48500,1000,48.5,gr,lacteos-huevos-y-refrigerados
PASCO,Queso Mozarella Light X6 Unds PASCO 240 gr,17950,240,74.79,gr,lacteos-huevos-y-refrigerados
D'LUSIA,Queso Costeno Molido DLUSIA 400 gr,25950,400,64.88,gr,lacteos-huevos-y-refrigerados
ZORBA,YOGURT GRIEGO CON STEVIA ZORBA 476.644 ml,32650,477,68.5,ML,lacteos-huevos-y-refrigerados
CAMPO REAL,Queso Pera 6 Unds Bolsa CAMPO REAL 240 gr,16700,240,69.58,gr,lacteos-huevos-y-refrigerados
SKETOS,Griego Entero Natur S/Dulce SKETOS 481 ml,13800,481,28.69,ML,lacteos-huevos-y-refrigerados
NESTLE,Crema De Leche Light NESTLE 200 gr,8590,200,42.95,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Crema Cebolla Grille ALQUERIA 180 gr,5670,180,31.5,gr,lacteos-huevos-y-refrigerados
LA CAJONERA,Palitos de Yuca Con Queso LA CAJONERA 300 gr,14650,300,48.83,gr,lacteos-huevos-y-refrigerados
TAEQ,Yogurt Griego Natural TAEQ 144 ml,4860,144,33.75,ML,lacteos-huevos-y-refrigerados
RICA RONDO,Jamon Ideal Rica RICA RONDO 230 gr,8520,230,37.04,gr,lacteos-huevos-y-refrigerados
COLOUR GREEK,YOGURT GRIEGO VAINILLA COLOUR GREEK 945 ml,18480,945,19.56,ML,lacteos-huevos-y-refrigerados
RECREO,Queso Pera Bloque RECREO 400 gr,24350,400,60.88,gr,lacteos-huevos-y-refrigerados
ALPINA,Queso Gruyere Madurado ALPINA 204 gr,21000,204,102.94,gr,lacteos-huevos-y-refrigerados
COLANTA,LECHE SABORIZADA BOLSA SIXPACK COLANTA 1200 ml,9900,1200,8.25,ML,lacteos-huevos-y-refrigerados
DONA LUCHA,Arepa De Mote DONA LUCHA 450 gr,3920,450,8.71,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Mora Sin Dulce FINESSE 1000 gr,16550,1000,16.55,gr,lacteos-huevos-y-refrigerados
ALPINA,YOGURT MELOCOTON BOTELLA ALPINA 942 ml,13600,942,14.44,ML,lacteos-huevos-y-refrigerados
FRESCAMPO,Arepitas con Queso FRESCAMPO 500 gr,11450,500,22.9,gr,lacteos-huevos-y-refrigerados
FRESCAMPO,AREPA AMARILLA FRESCAMPO 900 gr,5920,900,6.58,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Melocotón Sin Dulce FINESSE 180 gr,3400,180,18.89,gr,lacteos-huevos-y-refrigerados
PORCHI,Cena Pollo Pernil + Salsa PORCHI 760 gr,34550,760,45.46,gr,lacteos-huevos-y-refrigerados
SUPERIOR,Yogurt Melocoton Garrafa SUPERIOR 3868 ml,30700,3866,7.94,ML,lacteos-huevos-y-refrigerados
RECREO,Queso Pera X 6 Unds RECREO 228 gr,16000,228,70.18,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Semi Balance Unidad ALQUERIA 1100 ml,5580,1101,5.07,ML,lacteos-huevos-y-refrigerados
PASCO,YOGHURT GRIEGO NATURAL PASCO 164.25 ml,8720,164,53.09,ML,lacteos-huevos-y-refrigerados
SUPERIOR,Bocaditos Queso C/Bocadillo SUPERIOR 160 gr,6620,160,41.38,gr,lacteos-huevos-y-refrigerados
TAEQ,Yogurt Griego Frutos Del Bosque TAEQ 143 ml,4580,143,32.03,ML,lacteos-huevos-y-refrigerados
COPELIA,COCADA CASERITA X 6 UNDS COPELIA 90 gr,4496,90,49.96,gr,lacteos-huevos-y-refrigerados
ALPINA,ALIM LACTEO SALSA DE CEREZA ALPINA 140 gr,4130,140,29.5,gr,lacteos-huevos-y-refrigerados
ALPINA,ALIM LACTEO FRESA CUCHAREABLE ALPINA 140 gr,3820,140,27.29,gr,lacteos-huevos-y-refrigerados
FINESSE,Yogurt Natural Sin Dulce Vas FINESSE 180 gr,3400,180,18.89,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso Mozarella COLANTA 1000 gr,40950,1000,40.95,gr,lacteos-huevos-y-refrigerados
RIVER CHEESE,Queso Mozarella Bloque RIVER CHEESE 1000 gr,42500,1000,42.5,gr,lacteos-huevos-y-refrigerados
ALPINA,AREQUIPE + OBLEAS ALPINA 305 gr,15295,305,50.15,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Arequipe C/Obleas X24 Unds ALQUERIA 304 gr,23150,304,76.15,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Arequipe Vaso (Pote) ALQUERIA 500 gr,13650,500,27.3,gr,lacteos-huevos-y-refrigerados
PASCO,YOGHURT GRIEGO NAT.DESCREMADO PASCO 483.09 ml,21700,483,44.92,ML,lacteos-huevos-y-refrigerados
ALQUERIA,Leche 0% Grasa Deslactosad Bsa ALQUERIA 1100 ml,5660,1099,5.15,ML,lacteos-huevos-y-refrigerados
DOGGER,Chorizo De Cerdo Especial DOGGER 400 gr,18000,400,45,gr,lacteos-huevos-y-refrigerados
GALEON,Arepa Blanca X 10 Unds X 880 gr,6410,880,7.28,gr,lacteos-huevos-y-refrigerados
EKONO,Chorizo De Res Y Cerdo EKONO 500 gr,10450,500,20.9,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa Antioqueña DON MAIZ 500 gr,7070,500,14.14,gr,lacteos-huevos-y-refrigerados
SM,Huevo De Codorniz X 24 Unds 24 und,6000,24,250,Und,lacteos-huevos-y-refrigerados
KLIM,Leche Entera En Polvo Fortific KLIM 1200 gr,55900,1200,46.58,gr,lacteos-huevos-y-refrigerados
DEL VECCHIO,Queso Pera Bloque DEL VECCHIO 400 gr,25700,400,64.25,gr,lacteos-huevos-y-refrigerados
COPELIA,COCADAS PANELA Y COCO X12UND COPELIA 240 gr,14240,240,59.33,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Leche Descremada Bsa ALQUERIA 1300 ml,7640,1299,5.88,ML,lacteos-huevos-y-refrigerados
ALPINITO,MORA FOURPACK ALPINITO 360 gr,7940,360,22.06,gr,lacteos-huevos-y-refrigerados
ALPINA,YOGURT FRESA VASO ALPINA 188 ml,3030,188,16.12,ML,lacteos-huevos-y-refrigerados
SUPERIOR,Yogurt Fresa Garrafa SUPERIOR 3868 ml,30700,3866,7.94,ML,lacteos-huevos-y-refrigerados
PIL MARCA EXCLUSIVA,Leche Entera En Polvo Instanta PIL MARCA EXCLUSIVA 760 gr,26900,760,35.39,gr,lacteos-huevos-y-refrigerados
ALPINA,Of Leche Sabor Chocolate 9X12 ALPINA 1800 ml,24950,1800,13.86,ML,lacteos-huevos-y-refrigerados
TAEQ,Yogurt griego bebible Vainilla TAEQ 1000 ml,21950,1000,21.95,ML,lacteos-huevos-y-refrigerados
BOGGY,GELATINA 6 UNDS PREMIO SURT BOGGY 648 gr,15400,648,23.77,gr,lacteos-huevos-y-refrigerados
LA FLORIDA,Queso Mozzarella Rallado LA FLORIDA 300 gr,18450,300,61.5,gr,lacteos-huevos-y-refrigerados
PORCHI,Tocineta Tajada PORCHI 150 gr,10800,150,72,gr,lacteos-huevos-y-refrigerados
FLOR DEL CAQUETA,Queso Doble Crema 8 Tajadas FLOR DEL CAQUETA 200 gr,7380,200,36.9,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Alim Lacteo C/Oreo X2 Unds ALQUERIA 200 gr,5360,200,26.8,gr,lacteos-huevos-y-refrigerados
GALEON,Arepas delicias 5 unds GALEON 270 gr,2330,270,8.63,gr,lacteos-huevos-y-refrigerados
AVINAL,Huevo 6Und Aa Rojo AVINAL 6 und,4900,6,816.67,Und,lacteos-huevos-y-refrigerados
COPELIA,PANEL DULCE DE LECHE Y COCX12U COPELIA 240 gr,17360,240,72.33,gr,lacteos-huevos-y-refrigerados
EL DIA QUE ME QUIERAS,CHORIZO ARGENTINO EL DIA QUE ME QUIERAS 500 gr,22750,500,45.5,gr,lacteos-huevos-y-refrigerados
HUEVOS ORO,Huevo Campesino Rojo Aa HUEVOS ORO 30 und,24950,30,831.67,Und,lacteos-huevos-y-refrigerados
DONA LECHE,Queso Pera Slim DONA LECHE 250 gr,18200,250,72.8,gr,lacteos-huevos-y-refrigerados
EXITO MARCA PROPIA,Queso Gouda Tajado EXITO MARCA PROPIA 250 gr,14750,250,59,gr,lacteos-huevos-y-refrigerados
ALPINA,Leche Baja Grasa X1000 Ml Caja ALPINA 1000 ml,7580,1000,7.58,ML,lacteos-huevos-y-refrigerados
DON MAIZ,Arepa Maiz Sal DON MAIZ 600 gr,8030,600,13.38,gr,lacteos-huevos-y-refrigerados
BIMBO,Arepa Tradicional Paisa BIMBO 450 gr,3450,450,7.67,gr,lacteos-huevos-y-refrigerados
ALPINA,Qso Bloque Mozarella Kilo ALPINA 1000 gr,50900,1000,50.9,gr,lacteos-huevos-y-refrigerados
SVELTY,Leche En Polvo Descremada SVELTY 650 gr,36500,650,56.15,gr,lacteos-huevos-y-refrigerados
MILO,OF LECHE MALTEADA SABOR CHOCOL MILO 1260 ml,20100,1260,15.95,ML,lacteos-huevos-y-refrigerados
ALPINA,Yogurt Griego Surtido Fres Mora Aranda ALPINA 564 ml,20550,564,36.44,ML,lacteos-huevos-y-refrigerados
DONA LUCHA,AREPA 4 UNDS CHOCOLO C QUESO DONA LUCHA 400 gr,12600,400,31.5,gr,lacteos-huevos-y-refrigerados
REGENERIS,Alimento Lacteo Sabor A Pitaya Y Cereales Sixpack,17450,900,19.39,gr,lacteos-huevos-y-refrigerados
SKETOS,Yog Griego Surtido X4 Unds SKETOS 457 ml,13500,457,29.54,ML,lacteos-huevos-y-refrigerados
ALPINA,YOGURT DESLACT.FRESA ALPINA 942 ml,12500,942,13.27,ML,lacteos-huevos-y-refrigerados
SANTA REYES,Huevo Gallina 6Und Fliz Rjo Aa SANTA REYES 6 und,7200,6,1200,Und,lacteos-huevos-y-refrigerados
SUPERIOR,YOGURT SURTIDO 100GR SIXPACK SUPERIOR 568.07 ml,5030,568,8.85,ML,lacteos-huevos-y-refrigerados
PIETRAN,Salchicha Veggie PIETRAN 225 gr,15400,225,68.44,gr,lacteos-huevos-y-refrigerados
KONFYT,Bocadillos Sin Azucar KONFYT 145 gr,13650,145,94.14,gr,lacteos-huevos-y-refrigerados
CARNELLY,Salchicha Bacon CARNELLY 520 gr,12350,520,23.75,gr,lacteos-huevos-y-refrigerados
CARNELLY,Jamon de Cerdo CARNELLY 400 gr,11250,400,28.13,gr,lacteos-huevos-y-refrigerados
DON MAIZ,PAISA 5 NDS PAQUETE DON MAIZ 350 gr,5830,350,16.66,gr,lacteos-huevos-y-refrigerados
BABYGÜ,YOGURT SIN DULCE SABOR NATURAL BABYGÜ 107 ml,3200,107,29.91,ML,lacteos-huevos-y-refrigerados
DONA LECHE,Queso Pera Slim DONA LECHE 500 gr,29750,500,59.5,gr,lacteos-huevos-y-refrigerados
FINESSE,Beb C/Leche/Avena X4 Unds FINESSE 1120 gr,16700,1120,14.91,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Alim Lact Cereal Milo ALQUERIA 170 gr,2436,170,14.33,gr,lacteos-huevos-y-refrigerados
ALPINA,ALIM LACTEO SALSA MORA CUCHARE ALPINA 140 gr,3820,140,27.29,gr,lacteos-huevos-y-refrigerados
D'LUSIA,Queso Mozarella X42 Tajadas DLUSIA 1000 gr,44450,1000,44.45,gr,lacteos-huevos-y-refrigerados
COLANTA,Queso Doble Crema COLANTA 1000 gr,39950,1000,39.95,gr,lacteos-huevos-y-refrigerados
SKETOS,PACK YOGURT KIDS SURTIDO SKETOS 457 ml,30250,457,66.19,ML,lacteos-huevos-y-refrigerados
D'LUSIA,Queso Costeo Entero DLUSIA 500 gr,32500,500,65,gr,lacteos-huevos-y-refrigerados
D'LUSIA,Queso Mozarella 21 Tajadas DLUSIA 500 gr,23500,500,47,gr,lacteos-huevos-y-refrigerados
REGENERIS,Alim Lacteo Fibra Plus Pitaya,23900,1750,13.66,gr,lacteos-huevos-y-refrigerados
DONA RITA,Arepa 6 Unds Queso Med Noche DONA RITA 500 gr,8050,500,16.1,gr,lacteos-huevos-y-refrigerados
FRESCAMPO,Arepa Chocolo Rellena Queso FRESCAMPO 380 gr,8720,380,22.95,gr,lacteos-huevos-y-refrigerados
DON MAIZ,Deditos Yuca Queso Bocadillo DON MAIZ 180 gr,11000,180,61.11,gr,lacteos-huevos-y-refrigerados
ALPINA,LECHE SABORIZADA CHOCOLATE ALPINA 200 ml,3100,200,15.5,ML,lacteos-huevos-y-refrigerados
SANTA REYES,Huevo 6Und Rojo A SANTA REYES 6 und,5400,6,900,Und,lacteos-huevos-y-refrigerados
DONA PAISA,Arepa Dona Paisa Con Sal Paquete x 5 Und,3560,450,7.91,gr,lacteos-huevos-y-refrigerados
SAN MARTIN,Kefir Descremado Natural SAN MARTIN 962 ml,26550,962,27.6,ML,lacteos-huevos-y-refrigerados
LA DELICIA,BOCADILLO VELENO E/FINO LA DELICIA 1500 gr,20650,1500,13.77,gr,lacteos-huevos-y-refrigerados
PASCO,YOGURT LIQUIDO SIN DULCE PASCO 971 ml,21300,971,21.94,ML,lacteos-huevos-y-refrigerados
NATAS SANTAFE,Postre De Natas NATAS SANTAFE 100 gr,6760,100,67.6,gr,lacteos-huevos-y-refrigerados
LA FLORIDA,Quesillo Tajadas 16 Tajadas LA FLORIDA 400 gr,14850,400,37.13,gr,lacteos-huevos-y-refrigerados
DEJA-MU,YOGURT GRIEGO DULC DE ARANDANO DEJAMU 150 ml,5030,150,33.53,ML,lacteos-huevos-y-refrigerados
DONA PAISA,AREPA 1OUNDS ANTIOQ BCA S/SAL DONA PAISA 1000 gr,6770,1000,6.77,gr,lacteos-huevos-y-refrigerados
ALQUERIA,Deslactosada Slim X 3 ALQUERIA 540 ml,5940,540,11,ML,lacteos-huevos-y-refrigerados
CUNIT,JAMON CUNIT 230 gr,7950,230,34.57,gr,lacteos-huevos-y-refrigerados
BABYGÜ,Yogurt Sin Dulce Con Manzana BABYGÜ 107 ml,3320,107,31.03,ML,lacteos-huevos-y-refrigerados
FRESCAMPO,Leche Condens.Semidescrem.Doyp FRESCAMPO 300 gr,5240,300,17.47,gr,lacteos-huevos-y-refrigerados
COLANTA,Yogurt Entero Mora Vaso COLANTA 190 ml,2970,190,15.63,ML,lacteos-huevos-y-refrigerados
ALPINA,AREQUIPITO X10 UNDS ALPINA 500 gr,13510,500,27.02,gr,lacteos-huevos-y-refrigerados
YOGO YOGO,ALIM LACTEO 12 UND CUCHAREAB YOGO YOGO 1200 gr,15350,1200,12.79,gr,lacteos-huevos-y-refrigerados
DONA RITA,Arepa 5 Unds Ques/Campesino DONA RITA 500 gr,8050,500,16.1,gr,lacteos-huevos-y-refrigerados
COLANTA,Arequipe Tarrina COLANTA 450 gr,12700,450,28.22,gr,lacteos-huevos-y-refrigerados
FRESCAMPO,Avena FRESCAMPO 900 ml,4940,900,5.49,ML,lacteos-huevos-y-refrigerados
D'LUSIA,Queso Mozarella Bloque DLUSIA 1500 gr,60500,1500,40.33,gr,lacteos-huevos-y-refrigerados
TONING,LECHE POLVO ALMENDRAS TONING 400 gr,28100,400,70.25,gr,lacteos-huevos-y-refrigerados
DULCES DEL VALLE,MANJAR BLANCO MATE NATURAL DULCES DEL VALLE 250 gr,11050,250,44.2,gr,lacteos-huevos-y-refrigerados
DONA RITA,Arepa Ques/Mozarella X4 Unds DONA RITA 600 gr,10000,600,16.67,gr,lacteos-huevos-y-refrigerados
DONA PAISA,AREPA 5UNDS PLATO QSO D/CREM DONA PAISA 450 Gramo,9980,450,22.18,gr,lacteos-huevos-y-refrigerados
TAEQ,Gelatina Light x3 Uds 324 gr,4080,324,12.59,gr,lacteos-huevos-y-refrigerados
ALPINA,Yogurt Griego Sabor Natural ALPINA 141 ml,5410,141,38.37,ML,lacteos-huevos-y-refrigerados
ALQUERIA,Alimento Lacteo Cereal Flips ALQUERIA 170 gr,2436,170,14.33,gr,lacteos-huevos-y-refrigerados
BIMBO,Arepa Amarilla Paisa BIMBO 450 gr,3620,450,8.04,gr,lacteos-huevos-y-refrigerados
KLIM,Leche En Polvo Clasica KLIM 2400 gr,105900,2400,44.13,gr,lacteos-huevos-y-refrigerados
ALPINA,QUESO CUBOS HOLANDES ALPINA 250 gr,29500,250,118,gr,lacteos-huevos-y-refrigerados
COLOUR GREEK,YOGURT GRIEGO NATURAL COLOUR GREEK 945 ml,25880,945,27.39,ML,lacteos-huevos-y-refrigerados
BORDEN MARCA EXCLUSIVA,Queso Extra Del Origen Sharp Cheddar Chun x 220 gr,21900,226,96.9,gr,lacteos-huevos-y-refrigerados
ABERDEEN,Chorizo Parrillero Brangus ABERDEEN 500 gr,21700,500,43.4,gr,lacteos-huevos-y-refrigerados
DON MAIZ,AREPA DE YUCA RELLENA DE QUESO DON MAIZ 400 gr,20000,400,50,gr,lacteos-huevos-y-refrigerados
TAEQ,Dulce de Guayaba Light TAEQ 224 gr,14350,224,64.06,gr,lacteos-huevos-y-refrigerados
