marca,nombre_producto,precio,cantidad,precio_unidad,unidad,seccion
SANTIAGO 1541,Vino Tinto Cabernet Sauvignon X 750 ml,37400,750,49.87,ML,vinos-y-licores
MASTER,BASE COCTEL MOJITO. MASTER 1000 ml,27650,1000,27.65,ML,vinos-y-licores
MIL 976,TONICA PREMIUM INDI FOURPACK MIL 976 828 ml,23300,828,28.14,ML,vinos-y-licores
LAMAN MARCA EXCLUSIVA,Vino Blanco Joven Airen Laman marca exclusiva x 750ml,22900,750,30.53,ML,vinos-y-licores
FRANKLIN & SONS LTD,Fourpack Tónica Lemon FRANKLIN & SONS LTD 800 ml,25000,800,31.25,ML,vinos-y-licores
PUEBLO DEL SOL MARCA EXCLUSIVA,Vino Tinto Cabernet Sauvignon Roble Pueblo del sol marca exclusiva x 750ml,29900,750,39.87,ML,vinos-y-licores
ESTANCIA MENDOZA,V Blanco ChardonnayChenin ESTANCIA MENDOZA 750 ml,31250,750,41.67,ML,vinos-y-licores
JUNIPER,COCONUT BOTELLA JUNIPER 200 ml,5000,200,25,ML,vinos-y-licores
SAZON,Vino Blanco para Sazonar Sazon x 750 ml,20450,750,27.27,ML,vinos-y-licores
PUEBLO DEL SOL MARCA EXCLUSIVA,V. TINTO PINOT NOIR PUEBLO DEL SOL MARCA EXCLUSIVA 750 Mililitro,29900,750,39.87,ML,vinos-y-licores
NOBLE 1954,Licor Light 24 NOBLE 1954 375 ml,27000,375,72,ML,vinos-y-licores
PAULANER,Cerveza hefeweissbier dunkel botella PAULANER 500 Mililitro,18550,500,37.1,ML,vinos-y-licores
TITAN,APERITIVO DULCE QUINADO TITAN 750 ml,22250,750,29.67,ML,vinos-y-licores
ERDINGER,Cerveza Pikantus ERDINGER 500 ml,17100,500,34.2,ML,vinos-y-licores
SANTA JULIA MARCA EXCLUSIVA,Vino Blanco Magna Sta Julia X 750ml,24900,750,33.2,ML,vinos-y-licores
POLA DEL PUB,Cerveza Coffee Milk Stout POLA DEL PUB 473 ml,16350,473,34.57,ML,vinos-y-licores
FRAYLES,Vino oporto FRAYLES 750 Mililitro,17200,750,22.93,ML,vinos-y-licores
TAGUS MARCA EXCLUSIVA,Cerveza Con Alcohol Lata TAGUS MARCA EXCLUSIVA 330 ml,2370,330,7.18,ML,vinos-y-licores
GRAJALES,Vino Tinto Grajales Gourmet x 275ml,9770,275,35.53,ML,vinos-y-licores
FRANKLIN & SONS LTD,Agua Tonica Indian FRANKLIN & SONS LTD 200 ml,6100,200,30.5,ML,vinos-y-licores
BARÚ SELTZER,Bebida Alcohólica Granada Lata BARÚ SELTZER 269 ml,6300,269,23.42,ML,vinos-y-licores
BARÚ SELTZER,Bebida Mango Maracuyá Lata BARÚ SELTZER 269 ml,6300,269,23.42,ML,vinos-y-licores
ESTRELLA DAMM MARCA EXCLUSIVA,Cerveza Lata ESTRELLA DAMM MARCA EXCLUSIVA 330 ml,3650,330,11.06,ML,vinos-y-licores
EICHBAUM MARCA EXCLUSIVA,Cerveza Con Alcohol 4.8% Lata EICHBAUM MARCA EXCLUSIVA 330 ml,3150,330,9.55,ML,vinos-y-licores
JACK DANIELS,Whiskey Tennessee JACK DANIELS 3000 ml,607900,3000,202.63,ML,vinos-y-licores
JOHNNIE WALKER.,Whisky Johnnie Walker Red x 375 Ml,41650,375,111.07,ML,vinos-y-licores
BECK S,Cerveza Lata BECK S 330 ml,2560,330,7.76,ML,vinos-y-licores
GREY GOOSE,Vodka Frances GREY GOOSE 700 Mililitro,185000,700,264.29,ML,vinos-y-licores
ABSOLUT,Vodka Absolut Raspberri ABSOLUT 700 ml,90400,700,129.14,ML,vinos-y-licores
BECK S,Cerveza Nr BECK S 275 ml,2510,275,9.13,ML,vinos-y-licores
ANTIOQUENO,Estuch Aguardint Real Gts Hatsu ANTIOQUENO 750 ml,70100,750,93.47,ML,vinos-y-licores
WILLIAM LAWSON,Whisky william lawson x 700 ml,49200,700,70.29,ML,vinos-y-licores
GRANT'S,Whisky Stand Triple Wood GRANTS 700 ml,52100,700,74.43,ML,vinos-y-licores
CAZADORES,Tequila Reposado CAZADORES 700 ml,107000,700,152.86,ML,vinos-y-licores
DON SIMON,Vino Tinto Tempranillo Duopack DON SIMON 1500 ml,37300,1500,24.87,ML,vinos-y-licores
KING OF QUEENS,Whisky Blended Scoth KING OF QUEENS 750 ml,47100,750,62.8,ML,vinos-y-licores
HENNESSY,COGNAC PRIVILEGE VSOP HENNESSY 700 ml,391700,700,559.57,ML,vinos-y-licores
LA HUERTA,V.ROSADO CABERNET SAUVIGNON LA HUERTA 750 ml,34400,750,45.87,ML,vinos-y-licores
TALISKER,Whisky 10 años TALISKER 700 ml,234000,700,334.29,ML,vinos-y-licores
SAILOR JERRY,Ron Caribbean SAILOR JERRY 700 ml,73900,700,105.57,ML,vinos-y-licores
HIGHLAND PARK,Whisky Magnus Single Malt HIGHLAND PARK 750 Mililitro,216200,750,288.27,ML,vinos-y-licores
ASAHI,CERVEZA SUPER DRY ASAHI 330 Mililitro,5500,330,16.67,ML,vinos-y-licores
HAVANA CLUB,Ron selecion de maestros x 750 ml,172600,750,230.13,ML,vinos-y-licores
BULLEIT,Whiskey bourbon BULLEIT 750 ml,150000,750,200,ML,vinos-y-licores
ZONIN,Lambrusco Rosso Ognigiorno Em ZONIN 750 ml,46000,750,61.33,ML,vinos-y-licores
BOGOTA BEER COMPANY,Cerveza monserrate roja botella 1 und BOGOTA BEER COMPANY 330 ml,4550,330,13.79,ML,vinos-y-licores
SINGLETON,WHISKY SINGLE MALT 18 ANOS SINGLETON 700 ml,445800,700,636.86,ML,vinos-y-licores
FINLANDIA,Vodka Finlandia Media X 375ml,36400,375,97.07,ML,vinos-y-licores
CAZADORES,Tequila Cristalino CAZADORES 750 ml,146000,750,194.67,ML,vinos-y-licores
EMILIANA,Vino cabernet s adobe organico EMILIANA 750 Mililitro,58500,750,78,ML,vinos-y-licores
JIMADOR,Tequila Jimador Reposado Media x 375 ml,55700,375,148.53,ML,vinos-y-licores
MONKEY 47,Ginebra schwarzwald monkey x 500 ml,229900,500,459.8,ML,vinos-y-licores
JUNIPER,SIDRA ROSA BOTELLA JUNIPER 200 ml,5000,200,25,ML,vinos-y-licores
DON SIMON,Vino Blanco Airen Duo Pack DON SIMON 1.5 ml,37250,2,24833.33,ML,vinos-y-licores
DEWARS,Whisky 12 Años DEWARS 1000 ml,165000,1000,165,ML,vinos-y-licores
ABERFELDY,Whisky 12 años aberfeldy x 750 ml,188900,750,251.87,ML,vinos-y-licores
GATO NEGRO,VINO 9LIIVESENSAMBLAJE GATO NEGRO 750 ml,65200,750,86.93,ML,vinos-y-licores
ZONIN,Lambrusco Rosato Ognigiorno De ZONIN 750 ml,42050,750,56.07,ML,vinos-y-licores
RIOJA BORDON,V.BLANCO RIOJA BORDON 750 ml,64900,750,86.53,ML,vinos-y-licores
CHANDON,Vino Espumoso Chandon Extra Brut x 750ml,76600,750,102.13,ML,vinos-y-licores
CRISTAL,Aguardient Tetra Verde Sin Azucar XS CRISTAL 1000 ml,32600,1000,32.6,ML,vinos-y-licores
MOELIA,Vino espumoso Rosé MOELIA 750 ml,48900,750,65.2,ML,vinos-y-licores
ABSOLUT,Vodka Absolut Citron ABSOLUT 700 ml,91500,700,130.71,ML,vinos-y-licores
SAINT LOUIS,VINO ESPUMOSO SAINTLOUIS SAINT LOUIS 750 ml,52300,750,69.73,ML,vinos-y-licores
CASA DEL CERRO,Vino Tinto Casa del Cerro Merlot Reserva x 750 ml,55900,750,74.53,ML,vinos-y-licores
TANQUERAY,Coctel Gin Tonic TANQUERAY 275 ml,12900,275,46.91,ML,vinos-y-licores
ERDINGER,Cerveza Urweisse ERDINGER 500 ml,14650,500,29.3,ML,vinos-y-licores
CHANDON,Vino Espumoso Chandon Rose Chandonnay x 750ml,82800,750,110.4,ML,vinos-y-licores
GATO NEGRO,Vino Tinto Chileno Gato Negro 1500 ml,89200,1500,59.47,ML,vinos-y-licores
LA JANDA,Vino Jerez La janda x 750ml,117100,750,156.13,ML,vinos-y-licores
BLOODY,Sangría mary sangrita BLOODY 1000 Mililitro,20250,1000,20.25,ML,vinos-y-licores
SANTA RITA 120,Vino Blanco Santa Rita 120 Piba Fourpack 750 ml,78800,748,105.35,ML,vinos-y-licores
GRAHAM'S,OPORTO RSVA SIX GRAHAMS 750 ml,204500,750,272.67,ML,vinos-y-licores
VEUVE CLICQUOT,Vino Espumoso Champagne Rose VEUVE CLICQUOT 750 ml,509100,750,678.8,ML,vinos-y-licores
AMERICO VESPVCCI,VINO LAMBRUSCO TINTO AMERICO VESPVCCI 750 ml,50300,750,67.07,ML,vinos-y-licores
GLENLIVET,Glenlivet 15 GLENLIVET 700 ml,322200,700,460.29,ML,vinos-y-licores
BELVEDERE,Vodka poland BELVEDERE 750 Mililitro,224900,750,299.87,ML,vinos-y-licores
MAIPO,VINO TINTO MERLOT MAIPO 750 ml,39900,750,53.2,ML,vinos-y-licores
SALENTEIN,Vino tinto malbec primus SALENTEIN 750 Mililitro,528700,750,704.93,ML,vinos-y-licores
GRANT'S,Whisky Rum Cask GRANTS 750 ml,66900,750,89.2,ML,vinos-y-licores
BOMBAY,Ginebra Bramble BOMBAY 700 ml,144900,700,207,ML,vinos-y-licores
POLA DEL PUB,Cerveza Ipa Indian Pale Ale POLA DEL PUB 473 ml,14400,473,30.44,ML,vinos-y-licores
AMERICO VESPVCCI,VINO LAMBRUSCO BLANCO AMERICO VESPVCCI 750 ml,54200,750,72.27,ML,vinos-y-licores
TOCORNAL,Vino Tinto Tocornal Chilean Red Tocornal x 750 ml,36550,750,48.73,ML,vinos-y-licores
BOTRAN,Ron Blanco Añejo BOTRAN 750 ml,145000,750,193.33,ML,vinos-y-licores
BLANCO,Aguardiente s/azucar pet x 375 ml,17400,375,46.4,ML,vinos-y-licores
CASTILLO DE MOLINA,VINO TINTO MERLOT CASTILLO DE MOLINA 750 ml,82700,750,110.27,ML,vinos-y-licores
MORANDE,Vino Tinto Cabernet Fourpack MORANDE 748 ml,53600,748,71.66,ML,vinos-y-licores
CLETO CHIARLI,Vino Espumoso Cleto Chiarli Lambrusco Rosado Botella x 750ml,70200,750,93.6,ML,vinos-y-licores
SANTA RITA 120,Vino Blanco Sauvignon Santa Rita 120 x 750 ml,65400,750,87.2,ML,vinos-y-licores
ROSE DI BACCO,Vino Lambrusco Tinto ROSE DI BACCO 750 ml,59000,750,78.67,ML,vinos-y-licores
SANTA FE,Ron 6 Años Media SANTA FE 375 ml,35050,375,93.47,ML,vinos-y-licores
BOTRAN,Ron Añejo 12 Años BOTRAN 750 ml,127300,750,169.73,ML,vinos-y-licores
FRANKLIN & SONS LTD,Agua Tonica Lemon FRANKLIN & SONS LTD 200 ml,5640,200,28.2,ML,vinos-y-licores
PICCINI,Vino Blanco Lambrusco PICCINI 750 ml,47950,750,63.93,ML,vinos-y-licores
LEYENDA,Vino tinto Carmenere LEYENDA 750 ml,40100,750,53.47,ML,vinos-y-licores
ROYAL SALUTE,Gift Pack Royal Salute ROYAL SALUTE 700 ml,1018.9,1,1455.57,ML,vinos-y-licores
GATO NEGRO,V.TINTO MERLOT GATO NEGRO 1500 ml,89200,1500,59.47,ML,vinos-y-licores
POLERO,Vino Merlot Varietal Tinto Polero x 750 ml,44350,750,59.13,ML,vinos-y-licores
CASA DEL CERRO,Vino tinto cabernet sauvignon reserva CASA DEL CERRO 750 Mililitro,55900,750,74.53,ML,vinos-y-licores
REMY MARTIN,Cognac X.O Excellence x 750 ml,1660.3,1,2213.73,ML,vinos-y-licores
TRAPICHE,VINO TINTO PINOT NOIR ROBLE TRAPICHE 750 ml,71100,750,94.8,ML,vinos-y-licores
NORTON,V.BCO COSECHA TARDIA NORTON 750 ml,57500,750,76.67,ML,vinos-y-licores
SANTA CAROLINA,Vino Tinto Reserv + Copa SANTA CAROLINA 750 ml,41400,750,55.2,ML,vinos-y-licores
POLA DEL PUB,Cerveza Rubia Original POLA DEL PUB 473 ml,9700,473,20.51,ML,vinos-y-licores
BOONE S,Vino strawberry hill BOONE S 750 ml,21900,750,29.2,ML,vinos-y-licores
EMILIANA,Vino Novas Emiliana Carmenere Cabernet x 750 ml,84600,750,112.8,ML,vinos-y-licores
LUIGI BOSCA,V.TINTO F.L SMART BLEND LUIGI BOSCA 750 ml,80800,750,107.73,ML,vinos-y-licores
NAVARRO CORREAS,V. ESPUMOSO BRUT MALBEC ROSE NAVARRO CORREAS 750 ml,76900,750,102.53,ML,vinos-y-licores
PASQUA,Vino Tinto Italino Pasqua Sangioves Pasqua x 750 ml,54300,750,72.4,ML,vinos-y-licores
SMIRNOFF,Coctel Smirnoff Ice Green Apple Botella x 275 Ml,8140,275,29.6,ML,vinos-y-licores
MOM,Ginebra Mom Gran Bretaña x 750 ml,203400,750,271.2,ML,vinos-y-licores
PASQUA,VINO TINTO ITAL. MONTEP PASQUA 750 ml,49450,750,65.93,ML,vinos-y-licores
CATENA ZAPATA,VINO TTO CABERNET SAUV CATENA ZAPATA 750 ml,125800,750,167.73,ML,vinos-y-licores
VALDIVIESO,Vino Espumoso Champagne Extra Brut Valdivieso x 750 ml,65700,750,87.6,ML,vinos-y-licores
NORTON,Vino Tinto Merlot Varietal Norton x 750 ml,62700,750,83.6,ML,vinos-y-licores
JP CHENET,Fizzy Blanc Fourpack JP CHENET 1000 ml,39650,1000,39.65,ML,vinos-y-licores
SANTIAGO 1541,Vino Tinto Carmenere SANTIAGO 1541 750 ml,37400,750,49.87,ML,vinos-y-licores
JUNIPER,Sparkling water Sidra de Rosas, 828 ml,22500,800,28.13,ML,vinos-y-licores
PURO COLOMBIA,RON AÑEJO COLOMBIA,24700,375,65.87,ML,vinos-y-licores
MARTIN CODAX,Vino Blanco Albariño Martin codax x 750ml,132600,750,176.8,ML,vinos-y-licores
MONTES,VINO TINTO SELEC CARMEN MONTES 750 ml,106700,750,142.27,ML,vinos-y-licores
LAZO,Vino Lazo Carmenere LAZO 750 ml,38000,750,50.67,ML,vinos-y-licores
CAZADORES,Tequila Blanco CAZADORES 700 ml,98400,700,140.57,ML,vinos-y-licores
LIT HARD SELTZER,Treepack Bebida Alcoholica Sur LIT HARD SELTZER 1065 ml,25500,1065,23.94,ML,vinos-y-licores
LEYENDA,Vino tinto Merlot LEYENDA 750 ml,40100,750,53.47,ML,vinos-y-licores
PUEBLO DEL SOL MARCA EXCLUSIVA,Vino Tinto Cabernet Sauvignon Gran Reserva Pueblo del sol marca exclusiva x 750 ml,42900,750,57.2,ML,vinos-y-licores
BOMBAY,Ginebra Star Bombay Botella x 750 ml,204600,750,272.8,ML,vinos-y-licores
UNDURRAGA,Vino espumoso extra brut undurraga x 375 ml,63800,375,170.13,ML,vinos-y-licores
CAZADORES,TEQUILA BLANCO CAZADORES 750 ml,92300,750,123.07,ML,vinos-y-licores
ALAMOS,VINO BCO CHARDONNAY ALAMOS 750 ml,74100,750,98.8,ML,vinos-y-licores
SANTA RITA,V TTO CABERNET S MEDALLA REAL SANTA RITA 750 ml,161200,750,214.93,ML,vinos-y-licores
CODORNIU,Vino Espumoso Rosado Codorniu X 750ml,130500,750,174,ML,vinos-y-licores
IMPERDIBILE MARCA EXCLUSIVA,Tonica 4Pack Bergamotto Fancy IMPERDIBILE MARCA EXCLUSIVA 800 ml,22900,800,28.63,ML,vinos-y-licores
COLUMBIA CREST MARCA EXCLUSIVA,Vino Espumoso Columbia Domaine x 750 ml,54900,750,73.2,ML,vinos-y-licores
ROSE DI BACCO,Vino Lambrusco Blanco ROSE DI BACCO 750 ml,59000,750,78.67,ML,vinos-y-licores
CIERVA DORADA,Ron Extra Anejo CIERVA DORADA 750 ml,227300,750,303.07,ML,vinos-y-licores
SANTA FE,Ron 6 Años Botella SANTA FE 750 ml,61300,750,81.73,ML,vinos-y-licores
BOTRAN,Ron Añejo Oro 5 BOTRAN 750 ml,80100,750,106.8,ML,vinos-y-licores
TERRA VEGA,Vino Rosado TERRA VEGA 750 ml,27720,750,36.96,ML,vinos-y-licores
POLA DEL PUB,Cerveza American Pale Ale POLA DEL PUB 473 ml,9700,473,20.51,ML,vinos-y-licores
MISIONES DE RENGO,VINO TTO CABERNET SAUVIGNON MISIONES DE RENGO 750 ml,46100,750,61.47,ML,vinos-y-licores
SANTA HELENA,VINO SAUVIGNON BLANC STA HELEN SANTA HELENA 750 ml,43450,750,57.93,ML,vinos-y-licores
OREO,Galletas Original OREO 432 gr,6907,432,15.99,gr,snacks
MARGARITA,Papa 12 Und Clasica Limon MARGARITA 300 gr,21050,300,70.17,gr,snacks
TODO RICO,PASABOCAS BBQ SEXTA TODO RICO 270 gr,8365,270,30.98,gr,snacks
MARGARITA,Papa Clásica Natural X 12 Unds MARGARITA 300 gr,21850,300,72.83,gr,snacks
SUPER RICAS,PAPA 12 UND POLLO POPULAR SUPER RICAS 300 gr,9390,300,31.3,gr,snacks
NOEL,Wafers Vainilla NOEL 432 gr,7440,432,17.22,gr,snacks
FESTIVAL,GALLETAS SURTIDO X 16 PAQ FESTIVAL 537 gr,11850,537,22.07,gr,snacks
DORITOS,PASABOCA MEGAQUESO 10 UND DORITOS 380 gr,17250,380,45.39,gr,snacks
FESTIVAL,Galletas Minichips Chocol FESTIVAL 420 gr,12000,420,28.57,gr,snacks
NATUCHIPS,Platano Verde Docena NATUCHIPS 336 gr,18650,336,55.51,gr,snacks
FRESCAMPO,Uvas Pasas FRESCAMPO 200 gr,5600,200,28,gr,snacks
MARGARITA,Papa 12 Und Clasica Pollo MARGARITA 300 gr,21850,300,72.83,gr,snacks
JET,Chocolate De Leche X 12 Und,5296,144,36.78,gr,snacks
MUUU,Galletas X 18 Und T Leche Bsa MUUU 216 gr,4950,216,22.92,gr,snacks
RAMO,Maizitos natural paq x 12 unds,11750,360,32.64,gr,snacks
TODO RICO,Pasabocas Popular x 6 TODO RICO 270 gr,8365,270,30.98,gr,snacks
RAMO,Tostacos picante paq x 12 unds,11750,300,39.17,gr,snacks
JUMBO,Chocolatina X 10 Und Mini JUMBO 180 gr,6584,180,36.58,gr,snacks
COCOSETTE,Gall. Wafer Paqx8Und COCOSETTE 400 gr,12200,400,30.5,gr,snacks
NOEL,Galleta Sultana NOEL 440 gr,8840,440,20.09,gr,snacks
SUPER RICAS,Papas Fosforito SUPER RICAS 190 gr,3642,190,19.17,gr,snacks
LA ESPECIAL,Mani Cervecero LA ESPECIAL 180 gr,6090,180,33.83,gr,snacks
NATUCHIPS,Platano Maduro 12 Und NATUCHIPS 336 gr,18650,336,55.51,gr,snacks
FRITO LAY,Surtido Mega Lonchera FRITO LAY 586 gr,25900,586,44.2,gr,snacks
CHEETOS,Pasabocas De Maiz CHEETOS 180 gr,8400,180,46.67,gr,snacks
TAEQ,MANI LIGHT EN SODIO TAEQ 200 gr,5130,200,25.65,gr,snacks
FESTIVAL,GALLETAS SURTIDO X 12 PAQ FESTIVAL 403 gr,7720,403,19.16,gr,snacks
CHOKIS,Galleta Dulce Clasica CHOKIS 222 gr,9240,222,41.62,gr,snacks
BRIDGE,Galleta Wafer Individual Vaini BRIDGE 240 gr,6050,240,25.21,gr,snacks
FESTIVAL,GALLETA RELLENA SABOR A LIMÓN FESTIVAL 403 gr,7720,403,19.16,gr,snacks
FRITO LAY,Chokis Docena FRITO LAY 228 gr,18050,228,79.17,gr,snacks
RIZADAS,PAPA 12 UND SURTIDA RIZADAS 300 gr,16400,300,54.67,gr,snacks
JET,Wafer X6 Unidades JET 132 gr,5850,132,44.32,gr,snacks
DETODITO,Pasabocas 6 Undpaketon Nat DETODITO 270 gr,16700,270,61.85,gr,snacks
MARGARITA,Papa Receta Clasica Sal MARGARITA 228 gr,17650,228,77.41,gr,snacks
DETODITO,Surtido 6 Und Paketon Bbq DETODITO 270 gr,16700,270,61.85,gr,snacks
LA ESPECIAL,Mezcla Mani Y Arandanos LA ESPECIAL 450 gr,18850,450,41.89,gr,snacks
FRITO LAY,Rosquitas Cronch Queso FRITO LAY 228 gr,22250,228,97.59,gr,snacks
QUIPITOS,QUIPITOS*40g 5und QUIPITOS 40 gr,2820,40,70.5,gr,snacks
CHEETOS,Boliqueso CHEETOS 160 gr,3922,160,24.51,gr,snacks
FRESCAMPO,BOCADILLO DULCE EN HOJA DE BIJ FRESCAMPO 414 Gramo,6850,414,16.55,gr,snacks
MARGARITA,Papa 10 Und Ondulada Tomate MARGARITA 320 gr,18600,320,58.13,gr,snacks
FESTIVAL,GALLETA RELLENA DE VAINILLA FESTIVAL 403 gr,7720,403,19.16,gr,snacks
NOEL,Galleta Tipo Leche NOEL 321 gr,6990,321,21.78,gr,snacks
DETODITO,Pasabocas Bbq DETODITO 165 gr,7210,165,43.7,gr,snacks
JET,Burbuja Chocolate Con Arequipe JET 168 gr,8830,168,52.56,gr,snacks
LA ESPECIAL,Mezcla mani arandanos maiz alm LA ESPECIAL 180 gr,8620,180,47.89,gr,snacks
BIMBO,Multipack Rosquitas BIMBO 120 gr,9100,120,75.83,gr,snacks
CHOCLITOS,Snack Maiz Limon CHOCLITOS 324 gr,14450,324,44.6,gr,snacks
CHEFRITO,TROCIPOLLO X 8 UND CHEFRITO 240 gr,7410,240,30.88,gr,snacks
DETODITO,Pasaboca 165 Natural DETODITO 165 gr,7210,165,43.7,gr,snacks
DORITOS,PASABOCAS MEGA QUESO DORITOS 320 gr,10350,320,32.34,gr,snacks
SUPER RICAS,TROCITOS POLLOX12 SUPER RICAS 32 gr,5916,32,184.88,gr,snacks
NUCITA,WAFER INDIVIDUAL NUCITA 160 gr,5550,160,34.69,gr,snacks
MARGARITA,Papa Familiar Limón MARGARITA 105 gr,5660,105,53.9,gr,snacks
BRIDGE,GALLETA WAFER CHOCOLATE INDIVI BRIDGE 224 gr,6050,224,27.01,gr,snacks
MARGARITA,Papa 15 Und Surtida MARGARITA 375 gr,24500,375,65.33,gr,snacks
MARGARITA,Papa Familiar Pollo MARGARITA 105 gr,5660,105,53.9,gr,snacks
FESTIVAL,GALLETA RECREO CHOCO VAINILLA FESTIVAL 432 gr,8190,432,18.96,gr,snacks
FESTIVAL,GALLETAS CHOCOLATE RELLENAS FESTIVAL 403 gr,8670,403,21.51,gr,snacks
CHEETOS,Extruidos Maiz Maxi CHEETOS 40 gr,1170,40,29.25,gr,snacks
BARRILETE,CARAMELO 15UND BARRILETE 120 gr,2920,120,24.33,gr,snacks
JET,Chocolatina Calcio JET 144 gr,9190,144,63.82,gr,snacks
NATUCHIPS,Platano Verde Familiar NATUCHIPS 135 gr,6180,135,45.78,gr,snacks
SUPER RICAS,PAPAS FRITAS SABOR A POLLO SUPER RICAS 105 gr,2874,105,27.37,gr,snacks
JET,MINI LYNE JET 216 gr,11550,216,53.47,gr,snacks
SUPER RICAS,PAPA SUPER CROKANTE FAMILIAR SUPER RICAS 115 gr,3342,115,29.06,gr,snacks
YUPI,Lonchera Pasabocas Divertdia YUPI 251 gr,9390,251,37.41,gr,snacks
YUPI,Pasabocas Megapack YUPI 594 gr,19700,594,33.16,gr,snacks
BON BON BUM,Fresa BON BON BUM 456 gr,9030,456,19.8,gr,snacks
FRESCAMPO,Almendra Natural FRESCAMPO 200 gr,14950,200,74.75,gr,snacks
CHOCOLYNE,Chocolatina Bolsa CHOCOLYNE 108 gr,8200,108,75.93,gr,snacks
DETODITO,Pasabocas Mixto Bbq DETODITO 400 gr,15550,400,38.88,gr,snacks
DETODITO,Pasaboca Detodito Mix DETODITO 165 gr,7210,165,43.7,gr,snacks
FRITO LAY,Surtido Super Lonchera FRITO LAY 271 gr,13550,271,50,gr,snacks
OREO,Galletas Chocolate OREO 432 gr,7987,432,18.49,gr,snacks
BON BON BUM,Chupeta Surtido Blsa X 12 BON BON BUM 228 gr,5730,228,25.13,gr,snacks
BIMBO,Takis Fuego BIMBO 45 gr,2350,45,52.22,gr,snacks
DETODITO,Fiesta Pack DETODITO 400 gr,15550,400,38.88,gr,snacks
TRULULU,GOMITAS AROS TRULULU 300 gr,8230,300,27.43,gr,snacks
POPETAS,Crispetas maiz caramelo /ques POPETAS 237.6 gr,9450,238,39.77,gr,snacks
FRESCAMPO,ROSQUILLAS FRESCAMPO 204 gr,10550,204,51.72,gr,snacks
NOEL,GALLETA SULTANA TACO NOEL 220 gr,6620,220,30.09,gr,snacks
CHEETOS,Extruidos Maiz Trissitos CHEETOS 34 gr,1170,34,34.41,gr,snacks
LA ESPECIAL,Pasabocas Mezcla Nueces LA ESPECIAL 400 gr,15100,400,37.75,gr,snacks
KINDER,chocolate kinder 100 gr,7710,100,77.1,gr,snacks
PIAZZA,BARQUILLO CHOCOLA PIAZZA 44 gr,3850,44,87.5,gr,snacks
CHEETOS,Extruidos Maiz Sabor Queso CHEETOS 34 gr,1170,34,34.41,gr,snacks
TODO RICO,Mezcla Picada TODO RICO 270 gr,8365,270,30.98,gr,snacks
OREO,Galletas Leche Original OREO 648 gr,11400,648,17.59,gr,snacks
JUMBO,CHOCOLATINA X 2 UNDS JUMBO 200 Gramo,9310,200,46.55,gr,snacks
MARGARITA,Papa Ondulada Tomate MARGARITA 105 gr,5660,105,53.9,gr,snacks
FRITO LAY,Chicharron 12 Und Natural FRITO LAY 180 gr,22500,180,125,gr,snacks
MARGARITA,Papa Receta Clasica Sal Marina MARGARITA 120 gr,7280,120,60.67,gr,snacks
MARGARITA,Papa Familiar Ondulada Mayones MARGARITA 105 gr,5500,105,52.38,gr,snacks
EXITO MARCA PROPIA,CHICHARRON CASERO EXITO MARCA PROPIA 35 gr,2650,35,75.71,gr,snacks
DORITOS,Pasabocas Maiz Queso DORITOS 200 gr,7750,200,38.75,gr,snacks
RAMO,Nachos natural familiar x 190 gr,6400,190,33.68,gr,snacks
CHOCLITOS,Choclitos Limón CHOCLITOS 210 gr,7430,210,35.38,gr,snacks
DETODITO,De Todito Mix 6 Und DETODITO 270 gr,17250,270,63.89,gr,snacks
FRESCAMPO,GALLETA CON DULCE MORA X 6 PAQ FRESCAMPO 270 Gramo,6550,270,24.26,gr,snacks
MANIMOTO,Mani Natural MANIMOTO 180 gr,5150,180,28.61,gr,snacks
NUCITA,Crema NUCITA 84 gr,4590,84,54.64,gr,snacks
COCOSETTE,Galleta Choco Sandwich COCOSETTE 116 gr,6620,116,57.07,gr,snacks
FRITO LAY,Cheese Tris FRITO LAY 252 gr,9450,252,37.5,gr,snacks
GOL,CHOCOLATINA X 3UND GOL 93 gr,3640,93,39.14,gr,snacks
MILLOWS,Masmelos MILLOWS 75 gr,2610,75,34.8,gr,snacks
FRESCAMPO,CIRUELAS PASAS FRESCAMPO 200 gr,12000,200,60,gr,snacks
SUPER RICAS,Pasabocas Paquetes Variados SUPER RICAS 445 gr,9390,445,21.1,gr,snacks
MARGARITA,Papa Familiar Natural MARGARITA 105 gr,5660,105,53.9,gr,snacks
LA ESPECIAL,Mani Kraks Recubierto LA ESPECIAL 38 gr,1140,38,30,gr,snacks
CHOKIS,Galleta Dulce Chocobase CHOKIS 282 gr,9250,282,32.8,gr,snacks
SUPER RICAS,TAJAMIEL SUPER RICAS 135 gr,3018,135,22.36,gr,snacks
DETODITO,Pasabocas Limon 6 Und DETODITO 270 gr,17250,270,63.89,gr,snacks
SUPER RICAS,Pasabocas Surtido Colegial 12 Paquetes SUPER RICAS 235 gr,4800,235,20.43,gr,snacks
SEGALCO,Rosquitas Quinuaclub Natural SEGALCO 90 gr,12200,90,135.56,gr,snacks
FRESCAMPO,MANI CONFITADO FRESCAMPO 50 gr,930,50,18.6,gr,snacks
FRESCAMPO,Nueces Del Brasil FRESCAMPO 200 gr,18100,200,90.5,gr,snacks
FRESCAMPO,MANI CON PASAS FRESCAMPO 50 gr,1410,50,28.2,gr,snacks
JET,Chocolatina Cookies And Cream JET 135 gr,7780,135,57.63,gr,snacks
